"",136.000
35003.8194,-3.6639E+00
35003.8229,-3.8463E+00
35003.8264,-4.0329E+00
35003.8299,-4.2237E+00
35003.8333,-4.4186E+00
35003.8368,-4.4706E+00
35003.8403,-4.5217E+00
35003.8437,-4.5719E+00
35003.8472,-4.6211E+00
35003.8507,-4.6693E+00
35003.8542,-4.7165E+00
35003.8576,-4.7627E+00
35003.8611,-4.8079E+00
35003.8646,-4.8522E+00
35003.8681,-4.8956E+00
35003.8715,-4.9380E+00
35003.8750,-4.9796E+00
35003.8785,-5.0203E+00
35003.8819,-5.0601E+00
35003.8854,-5.0990E+00
35003.8889,-5.1371E+00
35003.8924,-5.1744E+00
35003.8958,-5.2108E+00
35003.8993,-5.2465E+00
35003.9028,-5.2813E+00
35003.9062,-5.3154E+00
35003.9097,-5.3488E+00
35003.9132,-5.3813E+00
35003.9167,-5.4132E+00
35003.9201,-5.3096E+00
35003.9236,-5.2058E+00
35003.9271,-5.1017E+00
35003.9306,-4.9972E+00
35003.9340,-4.8925E+00
35003.9375,-4.7875E+00
35003.9410,-4.6822E+00
35003.9444,-4.5769E+00
35003.9479,-4.4714E+00
35003.9514,-4.3659E+00
35003.9549,-4.2604E+00
35003.9583,-4.1550E+00
35003.9618,-4.0496E+00
35003.9653,-3.9445E+00
35003.9687,-3.9775E+00
35003.9722,-3.9742E+00
35003.9757,-3.9594E+00
35003.9792,-3.9404E+00
35003.9826,-3.9204E+00
35003.9861,-3.9008E+00
35003.9896,-3.8828E+00
35003.9931,-3.8671E+00
35003.9965,-3.8542E+00
35004.0000,-3.8447E+00
35004.0035,-3.7188E+00
35004.0069,-3.5835E+00
35004.0104,-3.4320E+00
35004.0139,-3.2472E+00
35004.0174,-2.9538E+00
35004.0208,-2.9664E+00
35004.0243,-2.9805E+00
35004.0278,-2.9961E+00
35004.0312,-3.0129E+00
35004.0347,-3.0310E+00
35004.0382,-3.0501E+00
35004.0417,-3.0703E+00
35004.0451,-3.0914E+00
35004.0486,-3.1132E+00
35004.0521,-3.1358E+00
35004.0556,-3.1590E+00
35004.0590,-3.1828E+00
35004.0625,-3.2070E+00
35004.0660,-3.2315E+00
35004.0694,-3.2564E+00
35004.0729,-3.2815E+00
35004.0764,-3.3067E+00
35004.0799,-3.3320E+00
35004.0833,-3.3573E+00
35004.0868,-3.3527E+00
35004.0903,-3.3472E+00
35004.0937,-3.3410E+00
35004.0972,-3.3341E+00
35004.1007,-3.3264E+00
35004.1042,-3.3180E+00
35004.1076,-3.3087E+00
35004.1111,-3.2988E+00
35004.1146,-3.2880E+00
35004.1181,-3.2765E+00
35004.1215,-3.2642E+00
35004.1250,-3.2512E+00
35004.1285,-3.2374E+00
35004.1319,-3.2228E+00
35004.1354,-3.2075E+00
35004.1389,-3.1914E+00
35004.1424,-3.1745E+00
35004.1458,-3.1569E+00
35004.1493,-3.1385E+00
35004.1528,-3.1193E+00
35004.1562,-3.0993E+00
35004.1597,-3.0786E+00
35004.1632,-3.0571E+00
35004.1667,-3.0348E+00
35004.1701,-3.0597E+00
35004.1736,-3.0870E+00
35004.1771,-3.1165E+00
35004.1806,-3.1481E+00
35004.1840,-3.1819E+00
35004.1875,-3.2177E+00
35004.1910,-3.2554E+00
