t	u (m/s)	v (m/s)	Tair (°C)	Fsol (W/m2)	vap (mbar)	cloud coverage
16695.439712	3.680059	1.377542	13.304436	148.770179	12.608872	0.860780
16695.481380	1.377337	-2.595167	13.100000	85.724931	12.827507	0.863697
16695.523049	2.382775	-0.800488	12.663798	66.232921	13.163798	0.866613
16695.564717	1.426569	-0.180408	12.631921	129.254217	12.812711	0.869530
16695.606385	2.410011	-1.235657	12.991659	133.582949	12.804171	0.872447
16695.648053	-2.872596	-3.834875	14.731965	333.771102	11.363931	0.875364
16695.689721	-2.166169	-0.308146	13.608075	149.642886	11.927950	0.878280
16695.731390	1.618342	0.527579	12.403971	6.719616	12.264019	0.881197
16695.773058	0.542099	0.624023	11.603905	0.000000	12.167968	0.884114
16695.814726	0.484499	1.210776	10.056431	0.000000	11.560269	0.887031
16695.856394	0.796597	0.241106	10.403772	0.000000	11.667924	0.889948
16695.898062	0.546923	0.845776	10.528393	0.000000	11.864196	0.892864
16695.939731	0.941189	0.828992	11.835759	0.000000	12.132120	0.895781
16695.981399	-0.425921	0.466847	11.800000	0.000000	12.432142	0.898698
16696.023067	0.419949	0.457732	12.096494	0.000000	12.435671	0.896540
16696.064735	-0.155374	0.940985	12.164374	0.000000	12.632187	0.890290
16696.106403	0.167374	0.008772	11.935582	0.000000	12.400000	0.884039
16696.148072	0.242386	0.015544	11.867769	0.000000	12.400000	0.877789
16696.189740	0.139410	-0.294881	11.567747	0.000000	12.535494	0.871539
16696.231408	0.836155	0.064291	11.532275	12.259273	12.232275	0.865289
16696.273076	-0.244394	-0.436201	11.932297	48.981140	12.496892	0.859039
16696.314744	1.014646	1.611487	13.693918	304.019672	12.900000	0.852788
16696.356413	-0.203691	-1.658336	14.764684	183.144934	12.764684	0.846538
16696.398081	-0.234704	1.183620	14.832364	117.120059	12.097092	0.840288
16696.439749	-0.156356	0.973312	14.832386	45.198930	12.843753	0.834038
16696.481417	2.593506	0.025165	13.300000	178.500424	13.664816	0.827787
16696.523085	2.153835	-0.189462	12.929721	140.811921	13.562152	0.821537
16696.564754	0.346419	-2.287548	13.100000	68.913305	13.700000	0.815287
16696.606422	-1.522699	-1.278279	13.635051	132.701015	13.735051	0.809037
16696.648090	-1.420109	-1.442584	13.632497	83.323676	13.800000	0.802786
16696.689758	-2.407403	-1.661373	13.700000	134.422919	12.800000	0.796536
16696.731426	-0.648474	0.248463	12.334918	7.372947	13.300000	0.790286
16696.773095	-0.059372	1.299708	11.669747	0.000000	12.902310	0.784036
16696.814763	1.271856	1.412539	11.334829	0.000000	12.167415	0.777786
16696.856431	0.720019	0.521245	10.532607	0.000000	11.832607	0.771535
16696.898099	0.966077	1.306082	9.967370	0.000000	11.500000	0.765285
16696.939767	1.022771	1.197511	9.295911	0.000000	10.767348	0.759035
16696.981436	1.296429	1.292407	9.134652	0.000000	10.667326	0.752785
16697.023104	0.397818	1.025442	8.432696	0.000000	10.232696	0.751386
16697.064772	0.486976	0.637186	8.100000	0.000000	10.132718	0.753886
16697.106440	0.409663	-0.494118	8.467260	0.000000	10.467260	0.756386
16697.148109	0.715721	0.432381	7.967237	0.000000	10.100000	0.758887
16697.189777	-0.051148	-0.253075	7.834431	0.000000	10.200000	0.761387
16697.231445	0.794256	0.074677	7.734386	13.296475	10.000000	0.763887
16697.273113	1.019930	1.064600	9.531316	110.151319	10.731316	0.766387
16697.314781	0.943794	0.076077	10.565702	151.175346	10.932851	0.768887
16697.356450	-0.634439	-0.384070	12.432873	420.609891	11.332873	0.771387
16697.398118	-0.972965	-0.436806	14.867105	557.919247	11.869732	0.773887
16697.439786	0.486693	1.594385	15.534165	306.553718	12.468330	0.776387
16697.481454	-1.186450	0.210086	15.801181	276.482930	12.701181	0.778887
16697.523122	0.467209	1.293425	15.864809	247.788227	12.829618	0.781387
16697.564791	1.424123	-0.063484	16.500000	231.455619	12.332984	0.783887
16697.606459	1.909080	0.458329	15.800982	82.107990	12.066994	0.786388
16697.648127	-0.958364	-0.086778	14.933944	128.935929	13.866056	0.788888
16697.689795	-1.155702	-0.161289	14.333050	48.355970	13.500849	0.791388
16697.731463	-0.500386	0.171876	13.600000	1.669275	12.899218	0.793888
16697.773132	0.888770	0.134418	13.533095	0.000000	13.466905	0.796388
16697.814800	-0.558797	1.423081	13.566883	0.000000	12.966234	0.798888
16697.856468	-0.756546	0.072536	13.166278	0.000000	12.067444	0.801388
16697.898136	-0.683400	0.426479	12.466839	0.000000	12.466839	0.803888
16697.939804	-0.068082	0.942740	12.466366	0.000000	12.633634	0.806388
16697.981473	-0.593853	0.378270	11.766795	0.000000	12.866795	0.808888
16698.023141	-0.770520	0.234988	11.400000	0.000000	12.700000	0.802364
16698.064809	0.098180	0.790455	11.633250	0.000000	12.600251	0.788613
16698.106477	0.056811	0.459326	11.399815	0.000000	12.699815	0.774863
16698.148145	0.107099	0.246283	11.600000	0.000000	12.833294	0.761112
16698.189814	-0.113703	0.371895	11.633316	1.000000	12.733316	0.747362
16698.231482	-0.904903	-0.329347	11.800000	6.333530	13.000000	0.733611
16698.273150	-1.030303	-0.117462	11.933360	38.002436	12.700000	0.719860
16698.314818	-0.212421	0.219640	12.266765	162.350065	12.833383	0.706110
16698.356486	-0.530599	-0.503633	13.300214	255.364016	12.633619	0.692359
16698.398155	-0.214949	-0.522511	13.933427	358.766710	11.966573	0.678609
16698.439823	0.134893	1.195766	14.866551	267.672449	11.898959	0.664858
16698.481491	0.744033	1.061041	15.433471	338.264440	11.233471	0.651108
16698.523159	1.539556	-0.537797	15.932534	220.162207	11.366987	0.637357
16698.564827	1.665259	-0.509468	18.132969	694.989075	11.065938	0.623607
16698.606496	-0.064849	2.395455	16.900000	161.652371	11.397549	0.609856
16698.648164	0.676156	0.016864	16.665761	147.657612	11.502037	0.596106
16698.689832	-0.085293	-0.596544	15.698509	93.223990	10.067909	0.582355
16698.731500	0.630334	1.069921	14.965584	5.319801	12.533604	0.568605
16698.773168	1.257071	1.934745	14.100000	0.000000	11.499122	0.554854
16698.814837	1.286459	1.308032	12.800945	0.000000	11.332703	0.541104
16698.856505	0.587113	1.037932	11.597977	0.000000	11.401011	0.527353
16698.898173	0.564022	0.957313	10.201078	0.000000	11.233693	0.513603
16698.939841	0.724715	0.792157	9.965141	0.000000	11.066285	0.499852
16698.981510	0.230467	-0.226718	9.633737	0.000000	10.833737	0.486102
16699.023178	0.934616	0.743767	9.100000	0.000000	10.700000	0.491125
16699.064846	0.875790	0.427278	8.833781	0.000000	10.600000	0.511126
16699.106514	0.616977	-0.247340	8.701410	0.000000	10.533803	0.531127
16699.148182	0.932163	-0.239409	9.735302	0.338254	11.100000	0.551128
16699.189851	-0.112266	0.211830	9.866152	0.000000	11.000000	0.571128
16699.231519	0.033637	-0.321275	9.300000	15.080458	10.900000	0.591129
16699.273187	0.575236	-1.535117	10.433892	70.338919	11.066108	0.611130
16699.314855	-0.333179	-1.792239	11.666086	168.695700	11.732172	0.631130
16699.356523	-0.305167	-1.437679	11.532128	159.447869	11.132128	0.651131
16699.398192	-0.631484	-1.090882	12.232083	317.245839	10.998125	0.671132
16699.439860	1.212118	1.559873	13.101941	395.300978	11.300000	0.691133
16699.481528	0.520286	1.819264	14.676036	537.224728	11.640026	0.711133
16699.523196	0.934661	0.937104	15.372198	679.834065	11.708297	0.731134
16699.564864	-0.210355	-0.938894	16.727625	569.509688	11.929766	0.751135
16699.606533	0.572253	0.463780	17.031862	424.350323	12.102207	0.771136
16699.648201	-2.026902	-0.840984	16.763635	276.795387	12.797727	0.791136
16699.689869	-1.637292	0.085807	15.431773	111.130541	12.700000	0.811137
16699.731537	0.465212	1.066850	13.831729	1.975937	12.934135	0.831138
16699.773205	0.432574	1.007910	12.690109	0.000000	12.565842	0.851139
16699.814874	0.892155	1.645753	11.694922	0.000000	12.365820	0.871139
16699.856542	-0.344607	0.685846	11.163192	0.000000	12.131596	0.891140
16699.898210	-0.008777	0.639571	10.934224	0.000000	12.100000	0.911141
16699.939878	1.018797	1.015880	10.663015	0.000000	11.931508	0.931142
16699.981546	0.914731	0.472386	10.500000	0.000000	11.665732	0.951142
16700.023215	0.331893	0.838245	10.068581	0.000000	11.334290	0.960929
16700.064883	0.640771	0.853514	9.797062	0.000000	11.365687	0.962595
16700.106551	-0.033007	-0.572010	9.362661	0.000000	11.065665	0.964262
16700.148219	0.912546	1.779680	8.937428	0.000000	10.565643	0.965929
16700.189887	0.071686	0.930394	9.034379	0.000000	10.437516	0.967595
16700.231556	0.445264	0.856513	9.468802	9.064071	10.834401	0.969262
16700.273224	0.154139	0.499067	11.406540	124.030928	11.340963	0.970929
16700.314892	-0.961685	0.008968	13.203336	284.778188	11.996664	0.972596
16700.356560	-0.271424	0.460474	14.337870	237.063665	11.665532	0.974262
16700.398228	-0.909760	-0.465630	14.834490	345.491788	12.431020	0.975929
16700.439897	0.457388	-0.895625	16.034512	362.141428	11.769024	0.977596
16700.481565	1.895287	0.978309	16.569068	193.180107	12.438136	0.979263
16700.523233	1.235972	1.599843	17.034556	279.471009	11.930888	0.980929
16700.564901	-1.847831	0.112277	17.061687	150.738550	12.011205	0.982596
16700.606569	-1.548847	-0.443569	16.234600	38.923971	12.865400	0.984263
16700.648238	-0.885987	-0.935439	15.892264	25.692452	12.903868	0.985930
16700.689906	-1.347952	-0.970885	15.696066	8.653552	12.500000	0.987596
16700.731574	-0.805868	-0.731743	14.530666	1.306662	13.265333	0.989263
16700.773242	-0.377582	0.416715	13.869378	0.000000	13.065311	0.990930
16700.814911	0.414892	0.724033	13.130578	0.000000	13.100000	0.992596
16700.856579	1.174085	0.878008	13.395800	0.000000	11.969467	0.994263
16700.898247	4.809220	2.754116	11.995734	0.000000	12.030489	0.995930
16700.939915	1.898516	3.090222	10.195667	0.000000	10.756557	0.997597
16700.981583	1.452714	2.014088	9.030400	0.000000	10.269600	0.999263
16701.023252	0.909672	-0.181386	9.478575	0.000000	10.386603	0.980004
16701.064920	-0.563680	-2.519311	9.665156	0.000000	10.434844	0.944169
16701.106588	-0.613303	1.147349	9.169732	0.000000	10.730268	0.908334
16701.148256	-0.768470	-0.385662	9.169777	0.000000	10.834888	0.872500
16701.189924	0.884581	-0.376088	10.055626	0.000000	10.369821	0.836665
16701.231593	0.494958	2.376712	10.334933	3.047979	9.165067	0.800830
16701.273261	1.064818	2.851675	11.100000	61.389149	8.630090	0.764996
16701.314929	-1.713232	1.592882	10.655161	28.901384	9.934977	0.729161
16701.356597	1.840235	0.012047	10.334999	58.050157	9.460004	0.693326
16701.398265	-0.502582	0.882380	10.929958	101.742572	9.485233	0.657492
16701.439934	0.471586	-0.735494	11.559827	211.179184	10.759827	0.621657
16701.481602	-0.602950	0.169276	11.364934	91.519210	10.000000	0.585822
16701.523270	-1.045268	-0.606691	11.300000	77.877210	10.380701	0.549988
16701.564938	1.027096	0.571829	10.759561	50.000000	10.300000	0.514153
16701.606606	0.081349	0.758406	10.270264	51.081528	10.835132	0.478319
16701.648275	-1.121310	0.207823	9.929692	31.187673	11.294538	0.442484
16701.689943	-0.871037	-0.177253	9.864824	18.296475	11.205529	0.406649
16701.731611	-0.831305	-0.412448	10.029603	0.648016	11.294405	0.370815
16701.773279	-0.641861	-0.174253	9.600000	0.000000	11.335221	0.334980
16701.814947	0.180853	0.507921	9.929515	0.000000	11.170485	0.299145
16701.856616	0.362559	0.077590	9.264735	0.000000	11.029470	0.263311
16701.898284	0.584099	1.008039	8.764713	0.000000	10.600000	0.227476
16701.939952	0.512759	0.621287	9.064691	0.000000	10.764691	0.191641
16701.981620	-0.559739	0.446345	9.035331	0.000000	10.864669	0.155807
16702.023288	0.238825	0.859409	9.041414	0.000000	10.900000	0.140000
16702.064957	0.423242	0.198553	9.000000	0.000000	10.900000	0.140000
16702.106625	-0.386476	-0.043256	9.000000	0.000000	10.829205	0.140000
16702.148293	0.045659	0.458376	8.700000	0.000000	10.735420	0.140000
16702.189961	0.114639	0.446126	8.206326	0.000000	10.470884	0.140000
16702.231629	0.282804	-0.479318	8.464536	10.127846	10.435464	0.140000
16702.273298	-0.781601	0.117044	8.970973	180.936151	10.600000	0.140000
16702.314966	-1.251020	-0.850396	10.377542	310.078871	10.435508	0.140000
16702.356634	-0.509043	-1.080543	12.084244	530.091641	10.561897	0.140000
16702.398302	1.420181	-0.246049	13.264447	640.199742	10.415579	0.140000
16702.439970	-0.095439	1.285447	14.184599	712.518435	10.449024	0.140000
16702.481639	0.942655	1.687714	15.342388	615.142462	10.557612	0.140000
16702.523307	-0.395750	-2.454973	15.264381	408.872264	9.984953	0.140000
16702.564975	1.296738	0.241413	15.793076	412.753718	9.336664	0.140000
16702.606643	1.364377	-0.696467	16.193010	460.007123	9.386020	0.140000
16702.648311	1.006125	2.129018	15.300000	276.937479	9.228629	0.140000
16702.689980	0.778619	-0.652547	14.092877	101.715999	9.464292	0.140000
16702.731648	1.117230	2.030532	12.592810	1.285403	10.000000	0.140000
16702.773316	1.371461	2.219739	10.807256	0.000000	9.964248	0.140000
16702.814984	0.530300	1.535913	10.064226	0.000000	9.835774	0.140000
16702.856653	0.178272	1.109514	9.213630	0.000000	10.035796	0.140000
16702.898321	1.224628	0.795283	8.692545	0.000000	9.764182	0.140000
16702.939989	0.547066	0.700601	8.671681	0.000000	9.807522	0.140000
16702.981657	0.268433	0.607933	7.900000	0.000000	9.864137	0.140000
16703.023325	0.077600	0.493942	7.700000	0.000000	9.700000	0.154695
16703.064994	0.121615	0.071416	7.435907	0.000000	9.535907	0.180946
16703.106662	0.315458	0.047584	7.400000	0.000000	9.535929	0.207197
16703.148330	0.611099	0.003770	7.364049	0.000000	9.564049	0.233448
16703.189998	-0.167102	-0.099426	6.900000	0.000000	9.400000	0.259699
16703.231666	0.590212	0.854928	6.900000	12.599557	9.300000	0.285950
16703.273335	1.087946	1.228685	8.336018	158.800886	9.736018	0.312201
16703.315003	1.164596	1.304525	10.036040	315.253552	10.763960	0.338452
16703.356671	1.356759	0.305516	11.516372	514.818601	10.808186	0.364703
16703.398339	1.996073	1.312434	13.580421	508.144012	11.016505	0.390954
16703.440007	1.104560	1.647879	14.791681	704.668980	10.883362	0.417205
16703.481676	1.264103	-1.479585	15.889027	606.522753	10.780642	0.443456
16703.523344	0.827203	-1.698127	16.625355	627.258535	10.836151	0.469707
16703.565012	0.963561	-1.656178	17.363827	509.298727	10.491482	0.495958
16703.606680	0.434767	-1.130964	17.774246	348.429230	10.363805	0.522209
16703.648348	-0.378320	-1.381736	16.955132	220.199409	9.900000	0.548459
16703.690017	0.566492	-1.478931	16.091283	62.752168	10.100000	0.574710
16703.731685	1.502122	1.319992	15.246171	0.637387	10.645045	0.600961
16703.773353	1.755506	2.210475	13.491150	0.000000	10.663717	0.627212
16703.815021	1.688033	1.491106	12.436306	0.000000	10.127389	0.653463
16703.856689	1.098020	0.294092	11.600000	0.000000	10.291017	0.679714
16703.898358	1.041356	0.787365	11.690950	0.000000	9.936350	0.705965
16703.940026	0.688751	0.382541	10.363628	0.000000	10.036372	0.732216
16703.981694	0.893446	0.205432	9.400000	0.000000	10.000000	0.758467
16704.023362	0.128637	0.128637	8.890751	0.000000	10.000000	0.775373
16704.065030	0.075518	0.178932	8.500000	0.000000	9.900000	0.784957
16704.106699	0.569756	-0.123735	8.036461	0.000000	9.800000	0.794541
16704.148367	0.676451	0.203766	7.827035	0.000000	9.736483	0.804124
16704.190035	0.249489	0.433806	7.690485	0.000000	9.763495	0.813708
16704.231703	0.164942	0.077250	7.273054	8.922163	9.600000	0.823292
16704.273371	0.277525	0.451402	8.509648	65.096475	10.000000	0.832875
16704.315040	0.251446	0.418714	10.526857	124.948551	10.953715	0.842459
16704.356708	0.941317	1.527298	12.229341	413.817679	11.473187	0.852043
16704.398376	1.085803	1.728747	12.790153	458.326776	11.153538	0.861626
16704.440044	-0.441018	-1.053928	14.246551	626.913674	11.800000	0.871210
16704.481712	-0.213233	1.216633	15.766599	649.564163	11.793279	0.880794
16704.523381	1.475151	0.516097	16.226636	193.432257	11.936682	0.890378
16704.565049	-0.264227	-0.641087	16.400000	133.367042	12.163296	0.899961
16704.606717	0.448099	0.767679	16.626547	122.694630	11.500000	0.909545
16704.648385	-0.846126	-0.721979	15.926503	57.837424	13.006012	0.919129
16704.690054	-0.927073	-0.070444	15.126459	18.793763	12.663229	0.928712
16704.731722	-0.619291	0.718606	14.452829	0.632072	13.110378	0.938296
16704.773390	0.165230	0.545741	14.352740	0.000000	13.136815	0.947880
16704.815058	0.661600	-0.174342	13.563163	0.000000	13.052652	0.957463
16704.856726	1.300143	-0.211405	13.089422	0.000000	11.736859	0.967047
16704.898395	0.922646	-0.102176	12.400000	0.000000	11.300000	0.976631
16704.940063	0.953617	-0.101434	12.183351	0.000000	11.347614	0.986214
16704.981731	0.727390	-0.201226	11.810777	0.000000	11.563074	0.995798
16705.023399	0.153654	0.677232	12.300000	0.000000	11.563052	0.999766
16705.065067	-0.379629	-0.767469	12.426060	0.000000	11.989090	0.999349
16705.106736	-0.503048	0.897547	12.100000	0.000000	11.736992	0.998933
16705.148404	0.432888	-0.715664	12.062986	0.000000	11.800000	0.998516
16705.190072	0.399807	-1.125545	11.937036	0.000000	11.800000	0.998099
16705.231740	0.578131	-1.506084	11.900000	3.111755	11.725883	0.997683
16705.273408	0.529999	-1.116208	11.800000	35.741613	11.362919	0.997266
16705.315077	0.937981	-1.012165	11.900000	67.000000	11.137103	0.996849
16705.356745	0.640002	-1.411777	12.274250	109.113748	11.225750	0.996433
16705.398413	0.390655	-1.729417	12.611441	89.000000	11.197177	0.996016
16705.440081	0.518629	-1.902048	12.937169	60.884923	11.325662	0.995599
16705.481749	2.254662	3.079403	13.400000	80.768518	10.800000	0.995183
16705.523418	0.753638	0.536410	14.037214	132.698431	10.900000	0.994766
16705.565086	0.816839	1.600945	14.325529	106.627643	11.062764	0.994349
16705.606754	0.518509	-0.182090	15.137258	175.353202	11.098062	0.993932
16705.648422	-0.942412	0.461780	15.250880	127.390404	10.898240	0.993516
16705.690090	-0.244715	0.671529	15.013490	53.404687	11.086510	0.993099
16705.731759	2.816108	2.309819	14.925352	1.253515	9.562676	0.992682
16705.773427	-1.269134	2.288799	14.050615	0.000000	9.774693	0.992266
16705.815095	0.155443	-2.266312	13.262631	0.000000	9.900000	0.991849
16705.856763	1.517939	0.963793	12.687828	0.000000	9.500000	0.991432
16705.898431	1.980368	-0.636453	11.725174	0.000000	9.362587	0.991016
16705.940100	1.435215	0.524122	10.662565	0.000000	9.037435	0.990599
16705.981768	1.110515	-0.036379	10.137457	0.000000	8.987629	0.990182
16706.023436	1.289143	1.050896	9.062521	0.000000	8.962521	0.980626
16706.065104	1.522411	1.370785	9.249994	0.000000	8.737501	0.963958
16706.106772	1.727969	0.708896	8.412571	0.000000	8.900000	0.947291
16706.148441	0.612499	-0.523225	9.262454	0.000000	9.000000	0.930624
16706.190109	0.245453	-0.965612	9.400000	0.000000	8.700000	0.913956
16706.231777	0.811781	-1.022491	9.000000	3.751799	8.375180	0.897289
16706.273445	0.530737	-1.192809	9.037612	33.880605	8.724776	0.880622
16706.315113	0.841253	-1.434621	8.662366	88.301015	8.587097	0.863955
16706.356782	0.840340	-0.257055	9.137656	84.246872	8.775313	0.847287
16706.398450	1.282419	-0.244696	10.300000	158.957151	9.224643	0.830620
16706.440118	-0.160271	1.756369	10.737701	129.098911	9.000000	0.813953
16706.481786	0.599174	0.428036	11.713168	137.089131	8.788614	0.797285
16706.523455	1.186158	-0.327966	12.900000	333.005093	8.713235	0.780618
16706.565123	-1.232209	-0.716226	13.551068	184.947666	9.088836	0.763951
16706.606791	2.326849	0.929136	13.862211	123.197933	8.888946	0.747284
16706.648459	3.031102	2.054861	14.100000	113.646798	7.637811	0.730616
16706.690127	3.230315	3.755255	13.600000	38.703303	7.562166	0.713949
16706.731796	1.935669	3.003974	13.062144	0.000000	7.962144	0.697282
16706.773464	1.440611	3.606772	11.937878	0.000000	8.024244	0.680615
16706.815132	0.938156	-2.181098	10.600000	0.000000	8.037900	0.663947
16706.856800	1.792706	0.401358	9.772467	0.000000	7.937922	0.647280
16706.898468	1.946324	-0.896170	9.648223	0.000000	7.975889	0.630613
16706.940137	2.150289	0.915823	8.548134	0.000000	8.162034	0.613945
16706.981805	1.772546	0.819516	7.962011	0.000000	8.200000	0.597278
16707.023473	1.418434	0.765371	7.147957	0.000000	8.200000	0.595634
16707.065141	1.724143	1.424841	6.761967	0.000000	8.100000	0.605634
16707.106809	1.948798	2.376025	6.452220	0.000000	8.000000	0.615634
16707.148478	1.520623	1.031178	5.976154	0.000000	8.061923	0.625635
16707.190146	1.166848	0.897683	5.700000	0.000000	8.100000	0.635635
16707.231814	0.587049	0.551627	5.571271	4.762428	8.061879	0.645635
16707.273482	0.169317	-0.135827	6.890718	58.762871	8.638144	0.655636
16707.315150	-0.688081	1.252894	8.338166	122.159771	8.238166	0.665636
16707.356819	-0.906013	-2.071597	9.238188	273.449714	8.261812	0.675636
16707.398487	0.437010	-0.321373	9.876420	198.284001	8.438210	0.685637
16707.440155	-0.866479	1.167912	11.038232	389.146964	8.561768	0.695637
16707.481823	0.066726	0.997771	12.314763	487.363167	8.791271	0.705638
16707.523491	-2.541408	-0.410997	13.970341	565.236723	9.470341	0.715638
16707.565160	-2.190506	-0.815753	14.823403	543.489242	9.346806	0.725638
16707.606828	-2.789213	-0.327695	14.016793	257.442517	10.008396	0.735639
16707.648496	-1.896732	-0.946751	13.023314	229.564569	9.800000	0.745639
16707.690164	-1.434572	-0.801075	12.438365	40.849050	10.138365	0.755639
16707.731832	-1.063068	0.107197	12.131290	0.616128	9.915161	0.765640
16707.773501	-0.587252	-0.306525	11.538409	0.000000	10.500000	0.775640
16707.815169	1.098464	0.167165	10.576863	0.000000	9.454117	0.785641
16707.856837	1.179142	0.671306	9.476907	0.000000	8.561546	0.795641
16707.898505	1.537169	1.686621	8.838476	0.000000	8.461524	0.805641
16707.940173	1.670867	1.698199	8.207511	0.000000	8.338498	0.815642
16707.981842	1.874572	1.859361	7.400000	0.000000	8.300000	0.825642
16708.023510	0.871163	0.573200	6.961458	0.000000	8.200000	0.817540
16708.065178	0.462373	-0.608613	6.338564	0.000000	8.138564	0.795456
16708.106846	1.168244	0.946848	6.300000	0.000000	8.100000	0.773371
16708.148514	0.905981	0.655025	5.738609	0.000000	8.100000	0.751287
16708.190183	0.580835	0.654458	5.584108	0.000000	8.000000	0.729203
16708.231851	0.563758	0.407518	5.500000	6.319173	8.122694	0.707119
16708.273519	-0.557807	0.927441	7.277350	50.547001	8.745300	0.685035
16708.315187	0.541019	-1.331372	7.861303	89.452113	8.561303	0.662951
16708.356856	0.367718	-1.331861	8.177439	93.774386	8.777439	0.640867
16708.398524	-0.947255	0.943691	8.638741	111.513268	8.916224	0.618782
16708.440192	0.372937	-1.836744	9.316291	121.960731	9.116291	0.596698
16708.481860	0.326332	-2.428189	9.561214	114.327145	9.183643	0.574614
16708.523528	-0.277665	-1.161723	9.861192	110.611921	9.061192	0.552530
16708.565197	0.561643	0.669412	10.277660	124.292489	9.016490	0.530446
16708.606865	0.352386	0.807367	10.810817	263.717586	9.033113	0.508362
16708.648533	-1.873499	-0.169432	11.200000	275.445027	9.600000	0.486278
16708.690201	-1.456936	-1.240706	11.022207	46.831740	9.538896	0.464193
16708.731869	-0.965914	0.135520	10.022163	0.000000	9.877837	0.442109
16708.773538	-0.515501	0.097152	9.383178	0.000000	9.838941	0.420025
16708.815206	0.099621	0.242606	9.161037	0.000000	10.116889	0.397941
16708.856874	0.210058	0.369088	9.461015	0.000000	10.100000	0.375857
16708.898542	1.302074	0.173882	9.656029	0.000000	9.904964	0.353773
16708.940210	1.166897	-0.255046	9.700000	0.000000	7.882912	0.331689
16708.981879	1.337087	0.052021	9.000000	0.000000	7.600000	0.309604
16709.023547	0.188338	-1.016179	8.521853	0.000000	7.539074	0.300942
16709.065215	0.172849	1.481603	7.921808	0.000000	7.539096	0.302609
16709.106883	0.762462	-2.048749	7.460882	0.000000	7.100000	0.304275
16709.148551	1.274881	-1.452158	6.900000	0.000000	7.000000	0.305942
16709.190220	0.809291	-1.035338	6.639162	0.000000	6.960838	0.307609
16709.231888	0.965943	-1.483950	6.600000	2.391844	7.039184	0.309276
16709.273556	0.185362	-2.057628	6.760794	37.568260	7.139206	0.310942
16709.315224	0.935254	2.363577	6.896143	136.591733	7.356915	0.312609
16709.356892	0.996502	1.657872	7.957003	421.544012	7.457003	0.314276
16709.398561	1.834382	0.420316	9.128725	575.858166	7.864362	0.315942
16709.440229	1.886115	-0.102338	10.160705	758.430817	8.060705	0.317609
16709.481897	0.707359	1.744015	10.696586	630.835837	8.157269	0.319276
16709.523565	-1.002668	-1.551166	12.560661	611.213213	8.660661	0.320943
16709.565233	1.560122	-0.922302	13.400000	525.914929	9.100000	0.322609
16709.606902	1.535480	-1.362739	14.157535	382.366414	8.839384	0.324276
16709.648570	1.607869	-0.102163	13.478812	216.966378	8.878812	0.325943
16709.690238	1.369778	0.706216	12.681716	56.931574	9.400000	0.327610
16709.731906	2.298406	2.445436	11.260550	0.000000	9.160550	0.329276
16709.773574	0.121588	1.188240	9.863167	0.000000	9.100000	0.330943
16709.815243	0.212325	1.090636	8.600000	0.000000	9.300000	0.332610
16709.856911	0.089249	-0.358684	8.200000	0.000000	9.360483	0.334276
16709.898579	0.516511	0.159856	7.718616	0.000000	9.300000	0.335943
16709.940247	-0.036121	-0.313249	7.600000	0.000000	9.239561	0.337610
16709.981915	0.153059	-0.275763	7.041668	0.000000	9.220834	0.339277
16710.023584	0.741900	0.313854	6.760395	0.000000	9.100000	0.338113
16710.065252	0.255339	0.247876	6.639627	0.000000	9.000000	0.334780
16710.106920	0.276537	0.680667	6.920701	0.000000	9.100000	0.331446
16710.148588	-0.465586	1.168201	7.539672	0.000000	9.300000	0.328113
16710.190257	0.569514	-0.505432	7.300000	0.000000	9.100000	0.324779
16710.231925	0.370487	0.580126	6.960284	4.588633	8.839716	0.321446
16710.273593	-0.334389	-0.316020	6.900000	37.576416	8.939738	0.318113
16710.315261	0.781622	1.664285	9.019280	276.530430	9.239760	0.314779
16710.356929	1.228210	0.726739	10.559129	408.656616	9.580653	0.311446
16710.398598	1.247777	-0.384093	12.179609	555.164791	10.000000	0.308112
16710.440266	1.008526	-0.774962	13.438959	641.956634	9.800000	0.304779
16710.481934	1.339977	0.674138	14.858638	661.819672	10.518789	0.301445
16710.523602	0.767990	1.590449	15.898708	632.790958	10.359483	0.298112
16710.565270	1.315136	-1.316242	16.860107	579.702750	10.440428	0.294778
16710.606939	-0.761710	-0.084083	16.280255	154.596605	11.360085	0.291445
16710.648607	-0.995057	-0.588232	15.160376	41.210666	11.479561	0.288111
16710.690275	-0.962487	0.555146	14.040162	11.801218	12.159838	0.284778
16710.731943	-0.181058	0.306021	12.979963	0.000000	12.060018	0.281445
16710.773611	-0.143208	0.673820	12.559996	0.000000	11.740004	0.278111
16710.815280	0.510000	0.904976	11.700129	0.000000	11.659974	0.274778
16710.856948	0.156484	-0.398286	10.699760	0.000000	11.200000	0.271444
16710.898616	-0.492046	0.528940	10.700000	0.000000	11.340070	0.268111
16710.940284	0.817755	1.215742	10.619815	0.000000	11.240092	0.264777
16710.981952	0.520405	0.621867	9.840114	0.000000	11.140114	0.261444
16711.023621	-0.050548	-0.313029	10.159863	0.000000	11.100000	0.262126
16711.065289	0.691783	0.722105	10.100000	0.000000	11.240159	0.265876
16711.106957	0.422107	-0.072751	10.139277	0.000000	11.300000	0.269626
16711.148625	0.316066	0.237677	9.497970	0.000000	10.998985	0.273376
16711.190293	-0.499037	0.120430	9.640225	0.000000	11.140225	0.277126
16711.231962	0.419180	0.973160	8.980495	3.609891	10.800000	0.280877
