t	u (m/s)	v (m/s)	Tair (°C)	Fsol (W/m2)	vap (mbar)	cloud coverage
16349.135265	0.692573	0.564785	11.204374	0.000000	12.752187	0.497343
16349.176933	1.327819	1.176501	11.004329	0.000000	12.452165	0.511927
16349.218601	0.116615	-0.167586	10.695715	0.000000	12.247858	0.526510
16349.260269	0.353611	0.658734	10.191519	25.745562	11.795759	0.541094
16349.301938	-0.341782	0.196083	11.752098	209.790183	12.491607	0.555678
16349.343606	-0.074721	-0.277755	13.495848	381.690349	13.491696	0.570262
16349.385274	0.029625	-1.251932	14.979461	591.685514	13.579461	0.584846
16349.426942	2.297557	1.229163	15.195937	329.373648	13.643905	0.599430
16349.468610	-2.504035	-0.345157	16.672106	657.304743	14.220096	0.614014
16349.510279	-1.699760	-0.126611	16.148013	270.198745	13.696025	0.628598
16349.551947	-0.100801	0.905372	17.028382	313.065326	13.636243	0.643181
16349.593615	0.957271	-1.342210	17.611659	388.777265	14.055829	0.657765
16349.635283	-0.876785	0.504841	16.603842	193.845248	13.948079	0.672349
16349.676951	-0.934122	0.678205	15.063292	22.746854	14.544303	0.686933
16349.718620	-0.942506	0.355433	13.755630	0.000000	14.296247	0.701517
16349.760288	0.434305	1.741948	13.300000	0.000000	13.951855	0.716101
16349.801956	-0.568897	0.491848	12.703665	0.000000	13.751832	0.730685
16349.843624	-0.545600	0.568767	12.400000	0.000000	13.600000	0.745268
16349.885292	0.321685	0.566299	11.996424	0.000000	13.300000	0.759852
16349.926961	0.572261	1.548977	12.051766	0.000000	13.055298	0.774436
16349.968629	1.282998	1.297133	11.644768	0.000000	12.455232	0.789020
16350.010297	0.520081	0.200717	11.651722	0.000000	12.003443	0.799897
16350.051965	-0.088862	1.369012	11.706798	0.000000	11.948300	0.799480
16350.093634	0.896475	-0.269324	12.196645	0.000000	12.248323	0.799064
16350.135302	1.074592	-0.848807	12.245034	0.000000	13.196689	0.798647
16350.176970	-0.373920	0.585181	12.348367	0.000000	13.051633	0.798230
16350.218638	0.294312	0.581161	12.351611	0.000000	13.148389	0.797814
16350.260306	0.795331	-0.028619	12.700000	12.357003	13.500000	0.797397
16350.301975	0.848107	-0.026705	14.293733	194.000000	13.203133	0.796980
16350.343643	1.843381	-0.097077	14.600000	109.360989	13.600000	0.796564
16350.385311	-0.788053	0.032090	15.048478	105.515224	13.751522	0.796147
16350.426979	1.044168	0.694729	15.793999	212.759956	14.296999	0.795730
16350.468647	1.080196	-0.717041	16.239653	232.019302	14.545566	0.795314
16350.510316	-0.578027	0.822946	17.448544	484.991068	15.348544	0.794897
16350.551984	-2.141728	-0.478109	18.445698	437.831629	14.739963	0.794480
16350.593652	-1.751498	-0.015688	17.702823	226.661192	14.597177	0.794063
16350.635320	0.600956	-1.433110	17.451390	198.194538	14.951390	0.793647
16350.676988	0.717159	-0.903996	16.151367	24.705112	15.248633	0.793230
16350.718657	-1.328029	-1.211095	14.951345	0.000000	15.202691	0.792813
16350.760325	1.351085	1.670817	15.107939	0.000000	15.197354	0.792397
16350.801993	-0.224574	0.394978	14.648699	0.000000	15.348699	0.791980
16350.843661	-1.625608	-0.244535	15.151279	0.000000	15.900000	0.791563
16350.885329	0.656858	-2.088707	14.753770	0.000000	15.702513	0.791147
16350.926998	-0.849261	-0.054287	14.300000	0.000000	15.597531	0.790730
16350.968666	-0.266491	-0.224162	14.348788	0.000000	15.651212	0.790313
16351.010334	-1.085631	-1.194434	14.353571	0.000000	15.651190	0.783283
16351.052002	-1.179990	-0.712919	14.351168	0.000000	15.497664	0.756199
16351.093670	-0.149190	-0.943104	13.851146	0.000000	15.202292	0.729114
16351.135339	0.770729	0.536069	13.800000	0.000000	15.048876	0.702030
16351.177007	0.781647	0.335452	13.851102	0.000000	15.151102	0.674946
16351.218675	-0.496375	-0.077566	13.308636	0.000000	14.706477	0.647861
16351.260343	0.551599	0.075417	13.848943	11.468278	15.197885	0.620777
16351.302011	0.384329	-0.526578	14.251035	47.655287	15.306211	0.593693
16351.343680	1.317455	-0.439687	14.200000	111.473187	15.002026	0.566608
16351.385348	0.617704	-1.805834	14.992072	358.216276	15.445045	0.539524
16351.427016	-0.737140	-1.003513	15.800000	239.052224	15.350969	0.512440
16351.468684	-0.749504	0.279063	16.294320	320.657464	15.847160	0.485355
16351.510352	0.819933	2.039385	18.294453	535.890570	17.196302	0.458271
16351.552021	-1.685728	-0.287612	17.749098	324.223953	16.601805	0.431187
16351.593689	1.218579	0.973925	18.652641	289.584425	16.901760	0.404102
16351.635357	0.550156	0.508330	18.401716	124.017162	17.698284	0.377018
16351.677025	-0.842172	0.135655	17.549164	84.916405	17.247492	0.349934
16351.718693	-0.827615	-0.169210	16.254069	0.000000	17.101628	0.322849
16351.760362	0.462929	1.156856	15.504750	0.000000	15.750792	0.295765
16351.802030	0.910310	0.989956	14.352309	0.000000	14.700000	0.268681
16351.843698	0.595889	0.057695	13.600000	0.000000	14.549253	0.241596
16351.885366	1.148819	0.379070	12.952176	0.000000	13.901450	0.214512
16351.927035	-0.217773	0.335341	12.250703	0.000000	13.500000	0.187428
16351.968703	0.163318	-0.674967	11.849319	0.000000	13.149319	0.160343
16352.010371	-0.885841	0.073546	11.201318	0.000000	12.701318	0.145911
16352.052039	0.291333	0.794992	10.854457	0.000000	12.402547	0.169662
16352.093707	-0.746654	-0.435110	10.848156	0.000000	12.349385	0.193413
16352.135376	-0.323383	0.564962	9.955331	0.000000	11.703554	0.217164
16352.177044	-0.457818	-0.201004	10.249430	0.000000	11.900000	0.240915
16352.218712	0.056588	0.652001	10.098904	0.000000	11.750548	0.264666
16352.260380	0.074627	0.393574	9.997896	40.758073	11.598948	0.288417
16352.302048	1.556147	0.506077	12.995970	215.353903	12.749496	0.312168
16352.343717	-0.939113	0.044417	15.647592	355.691751	13.499037	0.335918
16352.385385	0.726820	-1.697807	18.598162	501.926481	13.743108	0.359669
16352.427053	-0.965144	0.520124	20.650437	579.965012	14.199125	0.383420
16352.468721	1.795551	-1.797114	21.797509	611.000000	15.295018	0.407171
16352.510389	-0.885388	-0.078819	22.800000	577.535376	13.599214	0.430922
16352.552058	0.208653	-0.978832	23.400000	491.807861	14.497774	0.454673
16352.593726	1.347379	0.018992	22.697907	384.006975	15.952441	0.478424
16352.635394	1.145372	-0.386946	20.850327	90.555527	15.300000	0.502175
16352.677062	1.742872	1.336470	19.500609	23.024359	14.498782	0.525925
16352.718730	1.326028	0.222912	18.600565	0.000000	14.301129	0.549676
16352.760399	1.593057	0.152402	16.907285	0.000000	14.400000	0.573427
16352.802067	0.312755	-2.632612	16.798096	0.000000	14.700952	0.597178
16352.843735	0.248329	0.152176	15.200000	0.000000	14.649784	0.620929
16352.885403	0.809930	1.026427	14.552131	0.000000	14.400388	0.644680
16352.927071	0.843213	-0.087553	14.400000	0.000000	14.649828	0.668431
16352.968740	-0.301726	-0.051779	14.599701	0.000000	14.650149	0.692182
16353.010408	0.605577	0.530470	14.650127	0.000000	14.999745	0.712706
16353.052076	-0.396996	-0.304348	14.449684	0.000000	15.149895	0.723540
16353.093744	0.635229	0.313037	14.449917	0.000000	15.149917	0.734374
16353.135412	0.125181	0.584077	14.500000	0.000000	15.400000	0.745207
16353.177081	-1.248400	0.065324	14.550039	0.000000	15.350039	0.756041
16353.218749	-0.496652	-0.058080	14.800000	0.000000	15.450017	0.766875
16353.260417	0.043586	0.553815	15.000000	1.500055	15.700000	0.777708
16353.302085	1.375960	0.273810	15.399889	16.500277	15.100111	0.788542
16353.343753	0.712357	0.834150	16.300100	81.024912	14.100100	0.799376
16353.385422	0.120204	-0.384737	17.149928	214.549659	14.449640	0.810210
16353.427090	0.276045	1.219246	18.099624	401.399299	14.949718	0.821043
16353.468758	0.887810	0.735873	19.249884	597.333752	15.499302	0.831877
16353.510426	-1.291529	0.032415	19.050138	515.930799	15.400277	0.842711
16353.552094	-0.985309	-0.170781	20.249518	423.543347	15.948555	0.853545
16353.593763	-2.416791	-0.446969	19.449817	166.450674	16.399635	0.864378
16353.635431	-0.737513	-2.182251	19.000000	146.432404	16.148976	0.875212
16353.677099	-0.051767	0.442562	17.799546	36.977302	16.901362	0.886046
16353.718767	0.560991	1.806269	16.950747	0.000000	16.099502	0.896879
16353.760436	-0.141970	1.534283	15.698915	0.000000	15.700543	0.907713
16353.802104	-0.064566	0.396991	14.849707	0.000000	15.700000	0.918547
16353.843772	-0.256406	0.137724	14.800000	0.000000	15.600000	0.929381
16353.885440	-0.104699	0.532503	14.600000	0.000000	15.649662	0.940214
16353.927108	-0.642150	-0.111033	14.400000	0.000000	15.500000	0.951048
16353.968777	-0.405355	0.183290	14.650382	0.000000	15.700000	0.961882
16354.010445	-0.240021	-0.250438	14.450404	0.000000	15.400000	0.968433
16354.052113	0.069208	0.439502	14.500000	0.000000	15.349574	0.962183
16354.093781	0.273230	0.530075	14.899103	0.000000	15.500897	0.955933
16354.135449	0.468152	1.430026	15.151412	0.000000	15.651412	0.949683
16354.177118	0.338655	-0.882226	15.150493	0.000000	16.100985	0.943432
16354.218786	-0.246637	-0.037210	15.049485	0.000000	16.149485	0.937182
16354.260454	0.213026	0.657515	15.000000	14.021480	16.249463	0.930932
16354.302122	0.609454	-0.438176	15.350559	49.111829	16.198882	0.924682
16354.343790	0.168899	1.592976	15.900000	112.220889	16.398837	0.918431
16354.385459	0.582071	-0.866087	16.350603	109.000000	16.349397	0.912181
16354.427127	0.245455	0.181978	16.751877	147.743975	15.600000	0.905931
16354.468795	-0.895852	-0.148004	17.903886	294.440450	16.307773	0.899681
16354.510463	-0.763971	-0.202542	18.250670	231.182764	16.150670	0.893431
16354.552131	-1.322076	-0.480876	18.502768	249.539767	15.852076	0.887180
16354.593800	0.790539	-0.130216	18.700000	161.885735	15.752142	0.880930
16354.635468	-1.394418	0.379978	18.450736	182.080310	16.301473	0.874680
16354.677136	-0.339128	0.363388	17.749242	22.325558	16.747725	0.868430
16354.718804	1.099300	-0.878704	17.550781	0.000000	16.550781	0.862179
16354.760472	0.740023	-3.065386	15.096789	0.000000	16.150803	0.855929
16354.802141	0.387364	1.507499	14.550825	0.000000	15.701650	0.849679
16354.843809	0.229290	0.105396	14.450847	0.000000	15.750847	0.843429
16354.885477	-0.007199	-0.248930	14.349131	0.000000	15.600000	0.837178
16354.927145	-0.330823	-0.102977	14.450891	0.000000	15.849109	0.830928
16354.968813	-0.053571	-0.018177	14.400000	0.000000	15.749087	0.824678
16355.010482	0.311921	0.257690	14.300000	0.000000	15.750936	0.821887
16355.052150	0.518417	0.479943	13.798085	0.000000	14.945211	0.829387
16355.093818	0.319361	0.128458	13.898040	0.000000	15.200000	0.836887
16355.135486	-1.092953	-0.071264	13.800000	0.000000	15.148998	0.844388
16355.177154	0.985276	1.566216	13.648976	0.000000	14.797952	0.851888
16355.218823	0.505669	1.720948	13.348954	0.000000	14.700000	0.859388
16355.260491	-1.373875	-0.293403	13.148932	9.064108	14.500000	0.866888
16355.302159	0.571603	-1.599626	13.097819	28.021812	14.348909	0.874389
16355.343827	0.440630	-1.640631	13.251113	64.244805	14.348887	0.881889
16355.385495	0.211973	-1.143703	14.055674	164.680937	14.704540	0.889389
16355.427164	0.212170	-1.129487	14.853471	241.742978	14.553471	0.896889
16355.468832	0.514214	-1.519448	15.400000	247.794796	14.544104	0.904390
16355.510500	0.687894	0.732234	16.458409	546.864957	14.958409	0.911890
16355.552168	0.797924	-0.273464	17.504894	245.928216	15.785318	0.919390
16355.593837	0.549439	-0.227825	17.741281	87.864735	15.858719	0.926891
16355.635505	2.220613	1.131459	17.948732	184.935080	15.997464	0.934391
16355.677173	0.633130	0.489907	16.551290	28.819413	16.048710	0.941891
16355.718841	1.034224	1.495982	15.397376	0.000000	15.848688	0.949391
16355.760509	1.100273	1.066608	14.245997	0.000000	15.345997	0.956892
16355.802178	0.984920	0.596845	13.851356	0.000000	14.900000	0.964392
16355.843846	-0.414456	0.156199	13.891729	0.000000	14.697243	0.971892
16355.885514	-0.222481	-0.612453	12.859804	0.000000	14.005603	0.979393
16355.927182	0.954144	0.801401	12.240041	0.000000	13.642886	0.986893
16355.968850	0.855805	-0.146985	12.154335	0.000000	13.502890	0.994393
16356.010519	-0.465792	-0.316045	12.748533	0.000000	13.900000	0.990638
16356.052187	2.170664	2.249470	13.800000	0.000000	14.551489	0.953554
16356.093855	-0.780242	-0.115389	13.448489	0.000000	14.648489	0.916469
16356.135523	0.572430	0.146313	12.845400	0.000000	14.196933	0.879384
16356.177191	0.396180	-0.053331	12.103111	0.000000	13.500000	0.842300
16356.218860	2.363941	-0.496351	13.554733	0.000000	14.454733	0.805215
16356.260528	-1.140994	1.364619	14.196800	28.287987	14.103200	0.768130
16356.302196	-0.770083	-0.477164	14.500000	53.867393	14.745134	0.731046
16356.343864	-0.863299	0.211749	14.703288	68.769810	14.754933	0.693961
16356.385532	0.288513	0.530826	15.151666	57.733383	15.000000	0.656876
16356.427201	1.677105	0.777655	14.748311	23.212954	15.606754	0.619791
16356.468869	0.377093	1.316731	14.651711	26.585532	15.848289	0.582707
16356.510537	1.275440	1.785732	14.503466	48.413360	15.551733	0.545622
16356.552205	-0.991675	-1.916807	14.600000	124.140395	15.000000	0.508537
16356.593873	-1.043264	-1.539342	14.900000	89.588854	14.300000	0.471453
16356.635542	-2.256566	-1.580482	14.896402	39.266101	14.407197	0.434368
16356.677210	-2.198971	-1.473860	14.651821	12.299649	14.196357	0.397283
16356.718878	0.161996	0.903216	13.700000	0.000000	14.903687	0.360199
16356.760546	-0.844156	0.500435	13.596269	0.000000	14.703731	0.323114
16356.802214	-1.691163	-0.105402	13.251888	0.000000	14.603776	0.286029
16356.843883	-0.336394	-0.319832	13.348090	0.000000	14.651910	0.248944
16356.885551	-2.297643	-2.822372	13.596136	0.000000	14.155796	0.211860
16356.927219	-1.078651	-4.925754	13.600000	0.000000	12.844137	0.174775
16356.968887	-3.646609	1.116604	12.840118	0.000000	13.003953	0.137690
16357.010555	0.580021	0.926801	12.400000	0.000000	13.100000	0.115594
16357.052224	-1.571102	0.660781	12.000000	0.000000	13.252021	0.137679
16357.093892	0.340774	1.424378	11.656128	0.000000	12.695914	0.159763
16357.135560	-0.130161	1.882306	10.900000	0.000000	12.143805	0.181847
16357.177228	-0.108947	0.887419	9.887477	0.000000	11.591652	0.203931
16357.218896	0.863890	0.247615	9.643672	0.000000	11.443672	0.226015
16357.260565	0.182275	0.297617	9.064920	12.213139	11.056394	0.248099
16357.302233	-0.173932	-0.086927	11.304307	187.602989	12.095693	0.270183
16357.343901	0.110601	-0.747910	13.508703	346.522163	12.647824	0.292268
16357.385569	-0.467504	-0.378466	14.756593	445.043956	12.391209	0.314352
16357.427237	0.531163	-0.980472	16.004440	492.088799	13.300000	0.336436
16357.468906	1.098613	-1.172219	17.052242	552.717476	13.856726	0.358520
16357.510574	0.897051	-1.722320	17.595471	434.279166	14.047736	0.380604
16357.552242	0.488249	0.938712	17.847714	306.530688	13.395427	0.402688
16357.593910	-1.974072	-0.582152	17.800000	349.984241	14.252309	0.424772
16357.635579	-1.205090	0.606633	17.338347	213.777487	13.700000	0.446857
16357.677247	-0.823001	0.925147	15.000000	24.905887	13.738236	0.468941
16357.718915	1.266346	2.547896	14.042875	0.000000	12.000000	0.491025
16357.760583	0.368884	1.201297	12.142809	0.000000	11.442809	0.513109
16357.802251	0.400272	1.232794	12.090323	0.000000	11.509677	0.535193
16357.843920	0.723360	0.611439	12.195117	0.000000	11.957324	0.557277
16357.885588	0.870330	0.887674	12.147536	0.000000	12.300000	0.579362
16357.927256	0.292993	0.730248	12.347514	0.000000	11.957457	0.601446
16357.968924	-0.416141	0.334644	12.142476	0.000000	12.800000	0.623530
16358.010592	0.687833	0.607255	12.052530	0.000000	13.052530	0.643813
16358.052261	-0.201369	0.719517	12.200000	0.000000	13.300000	0.658814
16358.093929	-0.597031	0.078947	12.252574	0.000000	13.400000	0.673814
16358.135597	-0.063985	0.607752	12.147404	0.000000	13.547404	0.688815
16358.177265	0.939114	0.488275	12.294763	0.000000	13.552619	0.703815
16358.218933	0.786265	0.885470	12.347359	0.000000	13.594719	0.718816
16358.260602	-0.146505	0.268143	12.352663	6.526629	13.600000	0.733817
16358.302270	0.000964	-0.305554	13.005370	90.966599	13.947315	0.748817
16358.343938	-0.317294	0.386425	13.505414	122.960214	13.636464	0.763818
16358.385606	0.598477	0.280895	15.058188	427.360214	13.736354	0.778818
16358.427274	1.390862	0.035453	15.994497	317.087285	14.158254	0.793819
16358.468943	-1.070382	-0.181526	16.400000	252.389814	14.141679	0.808819
16358.510611	-0.725447	-0.303125	17.052796	485.067725	14.358387	0.823820
16358.552279	0.064349	-0.338818	17.747182	266.958073	12.875361	0.838820
16358.593947	-1.362803	-0.267920	16.994320	148.545599	14.469880	0.853821
16358.635615	-0.675767	-0.514948	17.000000	82.013434	14.652862	0.868822
16358.677284	-0.571262	0.153839	15.394231	26.240413	14.647116	0.883822
16358.718952	-0.883747	0.095468	14.847094	0.000000	14.505813	0.898823
16358.760620	0.046374	0.509282	14.800000	0.000000	14.958786	0.913823
16358.802288	-1.731469	-0.729853	14.241148	0.000000	15.252951	0.928824
16358.843956	-1.188837	0.115604	13.900000	0.000000	15.147027	0.943824
16358.885625	-1.519390	0.958525	13.982030	0.000000	14.611980	0.958825
16358.927293	0.237003	1.118730	13.740949	0.000000	14.459051	0.973825
16358.968961	0.393052	0.798632	13.146961	0.000000	14.346961	0.988826
16359.010629	0.258537	0.644525	12.740816	0.000000	14.046939	0.998299
16359.052297	0.491857	1.119287	12.340749	0.000000	13.493833	0.991632
16359.093966	-0.121304	1.155920	11.753106	0.000000	13.200000	0.984965
16359.135634	0.175373	0.866972	11.300000	0.000000	12.746872	0.978299
16359.177302	0.385490	0.957344	11.546850	0.000000	12.846850	0.971632
16359.218970	0.476849	0.574318	11.693656	0.000000	12.946828	0.964965
16359.260638	0.447857	0.921809	12.112777	11.659716	13.359583	0.958298
16359.302307	-0.543583	0.444334	12.700000	44.257317	13.700000	0.951631
16359.343975	-0.023853	0.844186	13.193523	41.287507	13.987046	0.944964
16359.385643	-0.778403	-0.505504	14.000000	137.597822	14.353261	0.938297
16359.427311	0.026400	0.701453	14.806566	125.532829	14.166414	0.931630
16359.468980	0.126315	-1.312343	15.806610	284.904189	14.593390	0.924963
16359.510648	0.173995	-1.417167	15.646673	178.998155	15.426617	0.918296
16359.552316	-3.795231	-0.848034	15.846651	125.796641	15.093301	0.911629
