time [d]	InflowT [°C]
34705.29167	5.5509
34705.33333	5.4540
34705.37500	5.3310
34705.41667	5.3719
34705.45833	5.5579
34705.50000	5.7740
34705.54167	5.9950
34705.58333	6.1220
34705.62500	6.2063
34705.66667	6.2637
34705.70833	6.3263
34705.75000	6.4126
34705.79167	6.4907
34705.83333	6.3952
34705.87500	6.0421
34705.91667	5.8824
34705.95833	5.8449
34706.00000	5.8868
34706.04167	5.9331
34706.08333	5.9279
34706.12500	5.8419
34706.16667	5.7877
34706.20833	5.8147
34706.25000	5.8469
34706.29167	5.8416
34706.33333	5.7686
34706.37500	5.7234
34706.41667	5.8310
34706.45833	5.9968
34706.50000	6.1366
34706.54167	6.2901
34706.58333	6.4884
34706.62500	6.6408
34706.66667	6.7709
34706.70833	6.8419
34706.75000	6.7957
34706.79167	6.7238
34706.83333	6.7374
34706.87500	6.7034
34706.91667	6.6098
34706.95833	6.4051
34707.00000	6.1651
34707.04167	5.9979
34707.08333	5.9771
34707.12500	6.0278
34707.16667	6.0460
34707.20833	6.0722
34707.25000	6.1168
34707.29167	6.1506
34707.33333	6.1470
34707.37500	6.1698
34707.41667	6.2185
34707.45833	6.2484
34707.50000	6.2416
34707.54167	6.2275
34707.58333	6.2174
34707.62500	6.2228
34707.66667	6.2437
34707.70833	6.2613
34707.75000	6.2677
34707.79167	6.2912
34707.83333	6.3155
34707.87500	6.3077
34707.91667	6.2645
34707.95833	6.2000
34708.00000	6.1783
34708.04167	6.1467
34708.08333	6.1275
34708.12500	6.1748
34708.16667	6.2044
34708.20833	6.2376
34708.25000	6.2692
34708.29167	6.2982
34708.33333	6.3071
34708.37500	6.3124
34708.41667	6.3381
34708.45833	6.3373
34708.50000	6.3352
34708.54167	6.2964
34708.58333	6.2497
34708.62500	6.2189
34708.66667	6.1821
34708.70833	6.1477
34708.75000	6.1285
34708.79167	6.1112
34708.83333	6.0651
34708.87500	6.0157
34708.91667	6.0040
34708.95833	6.0060
34709.00000	6.0137
34709.04167	6.0337
34709.08333	6.0707
34709.12500	6.1117
34709.16667	6.1163
34709.20833	6.1176
34709.25000	6.1443
34709.29167	6.1799
34709.33333	6.1687
34709.37500	6.2508
34709.41667	6.3504
34709.45833	6.4782
34709.50000	6.6007
34709.54167	6.6761
34709.58333	6.7300
34709.62500	6.6960
34709.66667	5.8337
34709.70833	5.2306
34709.75000	5.1371
34709.79167	5.0560
34709.83333	5.0888
34709.87500	5.0066
34709.91667	4.8521
34709.95833	4.8964
34710.00000	4.9410
34710.04167	4.9705
34710.08333	4.9241
34710.12500	4.9253
34710.16667	4.9450
34710.20833	4.9479
34710.25000	4.9588
34710.29167	4.9633
34710.33333	4.9220
34710.37500	4.8977
34710.41667	5.0376
34710.45833	5.4781
34710.50000	6.0210
34710.54167	6.5167
34710.58333	6.7294
34710.62500	6.7224
34710.66667	5.8504
34710.70833	5.2221
34710.75000	5.1361
34710.79167	5.0401
34710.83333	4.9913
34710.87500	5.1377
34710.91667	5.1663
34710.95833	5.1609
34711.00000	5.1415
34711.04167	5.0507
34711.08333	4.9586
34711.12500	4.9068
34711.16667	4.8489
34711.20833	4.7760
34711.25000	4.7236
34711.29167	4.6827
34711.33333	4.6020
34711.37500	4.5811
34711.41667	4.6232
34711.45833	4.9539
34711.50000	5.6645
34711.54167	6.1520
34711.58333	6.3567
34711.62500	6.0265
34711.66667	5.2081
34711.70833	4.9782
34711.75000	4.8728
34711.79167	4.7799
34711.83333	4.8291
34711.87500	4.9230
34711.91667	4.9057
34711.95833	4.8357
34712.00000	4.7730
34712.04167	4.7305
34712.08333	4.6857
34712.12500	4.6530
34712.16667	4.5952
34712.20833	4.5309
34712.25000	4.4727
34712.29167	4.4291
34712.33333	4.3994
34712.37500	4.4036
34712.41667	4.5601
34712.45833	4.9889
34712.50000	5.5847
34712.54167	5.8676
34712.58333	5.7759
34712.62500	5.6545
34712.66667	5.1609
34712.70833	4.8423
34712.75000	4.7699
34712.79167	4.7585
34712.83333	4.6983
34712.87500	4.8227
34712.91667	4.9435
34712.95833	4.9329
34713.00000	4.9067
34713.04167	4.8887
34713.08333	4.8642
34713.12500	4.7980
34713.16667	4.6983
34713.20833	4.5893
34713.25000	4.4936
34713.29167	4.4540
34713.33333	4.4451
34713.37500	4.4982
34713.41667	4.6088
34713.45833	4.9060
34713.50000	5.3563
34713.54167	5.7146
34713.58333	5.8527
34713.62500	5.8964
34713.66667	5.5052
34713.70833	4.9251
34713.75000	4.6899
34713.79167	4.7089
34713.83333	4.7294
34713.87500	4.7158
34713.91667	4.6722
34713.95833	4.6490
34714.00000	4.6774
34714.04167	4.7054
34714.08333	4.7172
34714.12500	4.6355
34714.16667	4.5876
34714.20833	4.5739
34714.25000	4.5209
34714.29167	4.4475
34714.33333	4.3832
34714.37500	4.2968
34714.41667	4.2791
34714.45833	4.3436
34714.50000	4.4711
34714.54167	4.5915
34714.58333	4.6970
34714.62500	4.7914
34714.66667	4.7596
34714.70833	4.7666
34714.75000	4.8772
34714.79167	4.8805
34714.83333	4.8561
34714.87500	4.9187
34714.91667	4.9858
34714.95833	4.9881
34715.00000	4.9333
34715.04167	4.8386
34715.08333	4.8361
34715.12500	4.8940
34715.16667	4.9647
34715.20833	4.9988
34715.25000	5.0262
34715.29167	5.0219
34715.33333	4.9871
34715.37500	4.9707
34715.41667	4.9895
34715.45833	5.0505
34715.50000	5.0992
34715.54167	5.1882
34715.58333	5.2123
34715.62500	5.2271
34715.66667	5.2407
34715.70833	5.1933
34715.75000	5.1605
34715.79167	5.1244
34715.83333	5.0984
34715.87500	5.0876
34715.91667	5.0872
34715.95833	5.0920
34716.00000	5.1346
34716.04167	5.1336
34716.08333	5.1250
34716.12500	5.1112
34716.16667	5.0828
34716.20833	5.1123
34716.25000	5.1416
34716.29167	5.1479
34716.33333	5.0471
34716.37500	5.0319
34716.41667	5.2332
34716.45833	5.4272
34716.50000	5.5882
34716.54167	5.7347
34716.58333	5.9201
34716.62500	6.0120
34716.66667	6.0488
34716.70833	6.0405
34716.75000	6.0595
34716.79167	5.9742
34716.83333	5.6792
34716.87500	5.2435
34716.91667	4.9076
34716.95833	4.7817
34717.00000	4.6875
34717.04167	4.6236
34717.08333	4.6045
34717.12500	4.5916
34717.16667	4.6059
34717.20833	4.5588
34717.25000	4.5764
34717.29167	4.5746
34717.33333	4.5533
34717.37500	4.5162
34717.41667	4.5005
34717.45833	4.5106
34717.50000	4.7356
34717.54167	5.0135
34717.58333	5.2926
34717.62500	5.5069
34717.66667	5.5802
34717.70833	5.5972
34717.75000	5.6174
34717.79167	5.5884
34717.83333	5.5664
34717.87500	5.4074
34717.91667	4.9979
34717.95833	4.7189
34718.00000	4.6499
34718.04167	4.5432
34718.08333	4.5268
34718.12500	4.5147
34718.16667	4.4327
34718.20833	4.4026
34718.25000	4.3874
34718.29167	4.3786
34718.33333	4.5455
34718.37500	4.7048
34718.41667	4.7036
34718.45833	4.5908
34718.50000	4.7801
34718.54167	5.1844
34718.58333	5.5703
34718.62500	5.8641
34718.66667	6.0345
34718.70833	6.0751
34718.75000	6.0842
34718.79167	6.0358
34718.83333	5.9321
34718.87500	5.6189
34718.91667	5.1216
34718.95833	4.8763
34719.00000	4.6931
34719.04167	4.4822
34719.08333	4.3755
34719.12500	4.2810
34719.16667	4.2389
34719.20833	4.2861
34719.25000	4.3982
34719.29167	4.4140
34719.33333	4.5531
34719.37500	4.6712
34719.41667	4.6499
34719.45833	4.5577
34719.50000	4.6720
34719.54167	4.9975
34719.58333	5.4139
34719.62500	5.7640
34719.66667	5.9342
34719.70833	6.0562
34719.75000	6.2388
34719.79167	6.3253
34719.83333	6.1553
34719.87500	5.7697
34719.91667	5.3256
34719.95833	4.8949
34720.00000	4.6040
34720.04167	4.5099
34720.08333	4.4460
34720.12500	4.3930
34720.16667	4.3671
34720.20833	4.3046
34720.25000	4.2400
34720.29167	4.2031
34720.33333	4.2264
34720.37500	4.2715
34720.41667	4.3829
34720.45833	4.3272
34720.50000	4.4745
34720.54167	4.7370
34720.58333	5.0715
34720.62500	5.3766
34720.66667	5.5644
34720.70833	5.7110
34720.75000	5.9840
34720.79167	6.2093
34720.83333	6.2646
34720.87500	6.2484
34720.91667	5.8671
34720.95833	5.5371
34721.00000	5.0882
34721.04167	4.6207
34721.08333	4.4550
34721.12500	4.4201
34721.16667	4.3743
34721.20833	4.3209
34721.25000	4.2157
34721.29167	4.0731
34721.33333	4.0241
34721.37500	4.0752
34721.41667	4.1707
34721.45833	4.3313
34721.50000	4.4637
34721.54167	4.4703
34721.58333	4.4582
34721.62500	4.4961
34721.66667	4.6094
34721.70833	4.7233
34721.75000	4.7657
34721.79167	4.7673
34721.83333	4.8923
34721.87500	4.9416
34721.91667	4.8797
34721.95833	4.8566
34722.00000	4.7646
34722.04167	4.7394
34722.08333	4.7657
34722.12500	4.7520
34722.16667	4.7628
34722.20833	4.7635
34722.25000	4.7182
34722.29167	4.6894
34722.33333	4.7116
34722.37500	4.6975
34722.41667	4.7046
34722.45833	4.7314
34722.50000	4.6806
34722.54167	4.7532
34722.58333	4.8406
34722.62500	4.9121
34722.66667	4.8802
34722.70833	4.8448
34722.75000	4.8236
34722.79167	4.8381
34722.83333	4.8309
34722.87500	4.7364
34722.91667	4.6148
34722.95833	4.6649
34723.00000	4.7385
34723.04167	4.6802
34723.08333	4.5857
34723.12500	4.5923
34723.16667	4.6637
34723.20833	4.7091
34723.25000	4.7770
34723.29167	4.8394
34723.33333	4.7987
34723.37500	4.7965
34723.41667	5.3413
34723.45833	5.6274
34723.50000	5.6698
34723.54167	5.9808
34723.58333	6.1457
34723.62500	6.1653
34723.66667	6.1709
34723.70833	6.2104
34723.75000	6.3286
34723.79167	6.3866
34723.83333	6.1577
34723.87500	5.4421
34723.91667	5.2285
34723.95833	5.0239
34724.00000	4.8102
34724.04167	4.6583
34724.08333	4.5070
34724.12500	4.3733
34724.16667	4.2218
34724.20833	4.0969
34724.25000	3.9744
34724.29167	3.7854
34724.33333	3.6816
34724.37500	3.7340
34724.41667	4.0889
34724.45833	4.5397
34724.50000	4.7292
34724.54167	4.7386
34724.58333	4.7844
34724.62500	4.8470
34724.66667	5.2124
34724.70833	5.7422
34724.75000	6.2238
34724.79167	6.5653
34724.83333	6.6434
34724.87500	6.4546
34724.91667	6.1087
34724.95833	5.5822
34725.00000	4.7340
34725.04167	4.2138
34725.08333	3.9686
34725.12500	3.8290
34725.16667	3.7377
34725.20833	3.7510
34725.25000	3.7679
34725.29167	3.8652
34725.33333	4.1818
34725.37500	4.4124
34725.41667	4.4862
34725.45833	4.7029
34725.50000	4.8780
34725.54167	4.9306
34725.58333	5.0309
34725.62500	5.0625
34725.66667	5.0846
34725.70833	5.1674
34725.75000	5.2846
34725.79167	5.4101
34725.83333	5.4636
34725.87500	5.2412
34725.91667	4.6747
34725.95833	4.2093
34726.00000	3.7933
34726.04167	3.5438
34726.08333	3.4194
34726.12500	3.2778
34726.16667	3.1378
34726.20833	3.0278
34726.25000	2.9193
34726.29167	2.8402
34726.33333	2.8972
34726.37500	3.0446
34726.41667	3.2135
34726.45833	3.3429
34726.50000	3.5524
34726.54167	3.8504
34726.58333	4.2022
34726.62500	4.5948
34726.66667	4.9318
34726.70833	5.4384
34726.75000	5.9744
34726.79167	6.0219
34726.83333	5.9990
34726.87500	5.7799
34726.91667	5.4889
34726.95833	5.2182
34727.00000	4.3448
34727.04167	3.8987
34727.08333	3.7713
34727.12500	3.8470
34727.16667	3.8771
34727.20833	4.0903
34727.25000	4.2281
34727.29167	4.0562
34727.33333	3.9971
34727.37500	3.9933
34727.41667	4.1281
34727.45833	4.4182
34727.50000	4.5846
34727.54167	4.6023
34727.58333	4.7687
34727.62500	4.8206
34727.66667	4.7948
34727.70833	4.9261
34727.75000	4.9401
34727.79167	4.8670
34727.83333	4.6292
34727.87500	4.4465
34727.91667	4.3358
34727.95833	4.0884
34728.00000	3.9804
34728.04167	3.8553
34728.08333	3.8134
34728.12500	3.8527
34728.16667	3.8453
34728.20833	3.8375
34728.25000	3.8044
34728.29167	3.8103
34728.33333	3.8663
34728.37500	3.9357
34728.41667	4.0676
34728.45833	4.0398
34728.50000	4.0261
34728.54167	4.0431
34728.58333	4.0904
34728.62500	4.1889
34728.66667	4.4856
34728.70833	4.8178
34728.75000	4.9612
34728.79167	5.0894
34728.83333	5.1949
34728.87500	5.3009
34728.91667	5.3329
34728.95833	5.2901
34729.00000	5.1779
34729.04167	5.1042
34729.08333	5.1217
34729.12500	5.0909
34729.16667	4.9878
34729.20833	4.8211
34729.25000	4.6384
34729.29167	4.4566
34729.33333	4.3627
34729.37500	4.3219
34729.41667	4.3218
34729.45833	4.3686
34729.50000	4.3768
34729.54167	4.4407
34729.58333	4.5112
34729.62500	4.5672
34729.66667	4.6806
34729.70833	4.7814
34729.75000	4.8232
34729.79167	4.8513
34729.83333	4.9210
34729.87500	4.9792
34729.91667	5.0221
34729.95833	5.0607
34730.00000	5.0557
34730.04167	5.0550
34730.08333	5.0476
34730.12500	5.0395
34730.16667	5.0478
34730.20833	5.0559
34730.25000	5.0484
34730.29167	5.0341
34730.33333	5.0460
34730.37500	5.0956
34730.41667	4.9024
34730.45833	4.4222
34730.50000	4.5076
34730.54167	4.9607
34730.58333	5.2018
34730.62500	4.1217
34730.66667	3.8199
34730.70833	3.8261
34730.75000	3.8423
34730.79167	3.8297
34730.83333	3.8058
34730.87500	4.1795
34730.91667	4.3417
34730.95833	4.3604
34731.00000	4.4169
34731.04167	4.4564
34731.08333	4.4689
34731.12500	4.4347
34731.16667	4.3740
34731.20833	4.3149
34731.25000	4.2144
34731.29167	4.1931
34731.33333	4.1992
34731.37500	4.4232
34731.41667	4.7905
34731.45833	5.1803
34731.50000	5.3784
34731.54167	5.3893
34731.58333	5.3906
34731.62500	5.2170
34731.66667	4.5543
34731.70833	4.1590
34731.75000	3.9437
34731.79167	3.8945
34731.83333	4.1480
34731.87500	4.4777
34731.91667	4.5857
34731.95833	4.5798
34732.00000	4.5735
34732.04167	4.5905
34732.08333	4.5395
34732.12500	4.4498
34732.16667	4.4387
34732.20833	4.4057
34732.25000	4.3601
34732.29167	4.3336
34732.33333	4.2637
34732.37500	4.3345
34732.41667	4.6688
34732.45833	5.0416
34732.50000	5.2749
34732.54167	5.3829
34732.58333	5.3878
34732.62500	5.3541
34732.66667	5.2657
34732.70833	4.8184
34732.75000	4.5265
34732.79167	4.4736
34732.83333	4.4402
34732.87500	4.4695
34732.91667	4.5169
34732.95833	4.5473
34733.00000	4.5797
34733.04167	4.5879
34733.08333	4.5615
34733.12500	4.5404
34733.16667	4.5483
34733.20833	4.5139
34733.25000	4.4615
34733.29167	4.4181
34733.33333	4.3680
34733.37500	4.3560
34733.41667	4.4825
34733.45833	4.8345
34733.50000	5.2460
34733.54167	5.4759
34733.58333	5.5324
34733.62500	5.5153
34733.66667	5.3985
34733.70833	5.2825
34733.75000	5.2473
34733.79167	5.1833
34733.83333	4.9808
34733.87500	4.7439
34733.91667	4.5886
34733.95833	4.5486
34734.00000	4.5120
34734.04167	4.5161
34734.08333	4.5325
34734.12500	4.5201
34734.16667	4.5245
34734.20833	4.5493
34734.25000	4.5638
34734.29167	4.5538
34734.33333	4.5589
34734.37500	4.5869
34734.41667	4.7129
34734.45833	4.9511
34734.50000	5.2108
34734.54167	5.3825
34734.58333	5.4405
34734.62500	5.4507
34734.66667	5.4696
34734.70833	5.4571
34734.75000	5.3546
34734.79167	5.0843
34734.83333	4.8157
34734.87500	4.6518
34734.91667	4.5777
34734.95833	4.5213
34735.00000	4.4513
34735.04167	4.3948
34735.08333	4.3877
34735.12500	4.3453
34735.16667	4.2814
34735.20833	4.2466
34735.25000	4.2242
34735.29167	4.2864
34735.33333	4.4558
34735.37500	4.6428
34735.41667	4.7927
34735.45833	4.8707
34735.50000	4.9382
34735.54167	5.0227
34735.58333	5.1014
34735.62500	5.1693
34735.66667	5.2181
34735.70833	5.2315
34735.75000	5.2310
34735.79167	5.2335
34735.83333	5.2369
34735.87500	5.2356
34735.91667	5.2359
34735.95833	5.2217
34736.00000	5.2073
34736.04167	5.2111
34736.08333	5.2224
34736.12500	5.2377
34736.16667	5.2508
34736.20833	5.2660
34736.25000	5.2704
34736.29167	5.2566
34736.33333	5.2527
34736.37500	5.1931
34736.41667	5.0969
34736.45833	4.9916
34736.50000	4.9597
34736.54167	4.9871
34736.58333	5.0564
34736.62500	5.1006
34736.66667	5.1653
34736.70833	5.2451
34736.75000	5.3229
34736.79167	5.4240
34736.83333	5.4935
34736.87500	5.4930
34736.91667	5.4865
34736.95833	5.4356
34737.00000	5.3729
34737.04167	5.3248
34737.08333	5.3032
34737.12500	5.2776
34737.16667	5.2564
34737.20833	5.2176
34737.25000	5.2582
34737.29167	5.2343
34737.33333	5.1124
34737.37500	4.9481
34737.41667	4.8265
34737.45833	4.7696
34737.50000	4.8108
34737.54167	4.9116
34737.58333	5.0431
34737.62500	5.1450
34737.66667	5.2216
34737.70833	5.2925
34737.75000	5.3560
34737.79167	5.4143
34737.83333	5.4559
34737.87500	5.4277
34737.91667	5.3468
34737.95833	5.1362
34738.00000	4.8833
34738.04167	4.7420
34738.08333	4.7770
34738.12500	4.8235
34738.16667	4.8220
34738.20833	4.8614
34738.25000	4.9921
34738.29167	5.0274
34738.33333	4.8301
34738.37500	4.6751
34738.41667	4.6570
34738.45833	4.8851
34738.50000	5.2145
34738.54167	5.4400
34738.58333	5.5423
34738.62500	5.5513
34738.66667	5.4913
34738.70833	5.4436
34738.75000	5.4596
34738.79167	5.4738
34738.83333	5.3163
34738.87500	4.9635
34738.91667	4.8093
34738.95833	4.8067
34739.00000	4.8209
34739.04167	4.8251
34739.08333	4.7603
34739.12500	4.6376
34739.16667	4.5758
34739.20833	4.5722
34739.25000	4.5851
34739.29167	4.6334
34739.33333	4.6934
34739.37500	4.6957
34739.41667	4.5690
34739.45833	4.4701
34739.50000	4.7336
34739.54167	5.0854
34739.58333	5.3326
34739.62500	5.4231
34739.66667	5.3255
34739.70833	5.0877
34739.75000	4.9711
34739.79167	4.9042
34739.83333	4.8323
34739.87500	4.7830
34739.91667	4.8075
34739.95833	4.8376
34740.00000	4.8143
34740.04167	4.8010
34740.08333	4.8046
34740.12500	4.8054
34740.16667	4.8184
34740.20833	4.8863
34740.25000	4.9428
34740.29167	4.9050
34740.33333	4.8118
34740.37500	4.6949
34740.41667	4.6904
34740.45833	4.8905
34740.50000	5.1226
34740.54167	5.2817
34740.58333	5.3748
34740.62500	5.3902
34740.66667	5.3955
34740.70833	5.3374
34740.75000	5.0959
34740.79167	4.8407
34740.83333	4.7194
34740.87500	4.6923
34740.91667	4.6884
34740.95833	4.6295
34741.00000	4.6022
34741.04167	4.6028
34741.08333	4.5889
34741.12500	4.5614
34741.16667	4.5235
34741.20833	4.5124
34741.25000	4.5704
34741.29167	4.6186
34741.33333	4.5500
34741.37500	4.3280
34741.41667	4.2574
34741.45833	4.4880
34741.50000	4.7730
34741.54167	4.9534
34741.58333	5.0380
34741.62500	5.0321
34741.66667	5.0034
34741.70833	4.9289
34741.75000	4.7726
34741.79167	4.5726
34741.83333	4.4459
34741.87500	4.3918
34741.91667	4.3136
34741.95833	4.2319
34742.00000	4.2143
34742.04167	4.2455
34742.08333	4.2627
34742.12500	4.2630
34742.16667	4.2503
34742.20833	4.2588
34742.25000	4.2965
34742.29167	4.3641
34742.33333	4.3899
34742.37500	4.4175
34742.41667	4.4840
34742.45833	4.5367
34742.50000	4.5135
34742.54167	4.5052
34742.58333	4.5165
34742.62500	4.5271
34742.66667	4.5455
34742.70833	4.5386
34742.75000	4.5354
34742.79167	4.5028
34742.83333	4.5129
34742.87500	4.5476
34742.91667	4.5867
34742.95833	4.6569
34743.00000	4.7413
34743.04167	4.7767
34743.08333	4.7964
34743.12500	4.8231
34743.16667	4.8552
34743.20833	4.8853
34743.25000	4.9037
34743.29167	4.8892
34743.33333	4.8273
34743.37500	4.7423
34743.41667	4.6661
34743.45833	4.5909
34743.50000	4.5634
34743.54167	4.6040
34743.58333	4.6964
34743.62500	4.7743
34743.66667	4.8258
34743.70833	4.8704
34743.75000	4.9119
34743.79167	4.9013
34743.83333	4.8731
34743.87500	4.9029
34743.91667	4.9284
34743.95833	4.9746
34744.00000	5.0071
34744.04167	4.9643
34744.08333	4.9427
34744.12500	4.9779
34744.16667	5.0193
34744.20833	5.0596
34744.25000	5.1009
34744.29167	5.1324
34744.33333	5.1518
34744.37500	5.1600
34744.41667	5.0241
34744.45833	4.6746
34744.50000	4.5999
34744.54167	4.6936
34744.58333	4.8051
34744.62500	4.9236
34744.66667	5.0339
34744.70833	5.1018
34744.75000	5.1034
34744.79167	5.0728
34744.83333	5.0553
34744.87500	5.0400
34744.91667	5.0256
34744.95833	4.9637
34745.00000	4.8425
34745.04167	4.7753
34745.08333	4.7284
34745.12500	4.6962
34745.16667	4.7286
34745.20833	4.7959
34745.25000	4.8699
34745.29167	4.9172
34745.33333	4.9582
34745.37500	4.9499
34745.41667	4.9667
34745.45833	4.8520
34745.50000	4.7802
34745.54167	4.7782
34745.58333	4.7703
34745.62500	4.7808
34745.66667	4.7765
34745.70833	4.7467
34745.75000	4.7201
34745.79167	4.7464
34745.83333	4.7711
34745.87500	4.7692
34745.91667	4.8193
34745.95833	4.8550
34746.00000	4.8155
34746.04167	4.8463
34746.08333	4.8278
34746.12500	4.7386
34746.16667	4.6561
34746.20833	4.6179
34746.25000	4.6024
34746.29167	4.5528
34746.33333	4.5049
34746.37500	4.5353
34746.41667	4.6346
34746.45833	4.5556
34746.50000	4.4927
34746.54167	4.5718
34746.58333	4.7126
34746.62500	4.8496
34746.66667	4.9733
34746.70833	5.0667
34746.75000	5.0461
34746.79167	4.9819
34746.83333	4.9113
34746.87500	4.8671
34746.91667	4.8724
34746.95833	4.8840
34747.00000	4.8873
34747.04167	4.7999
34747.08333	4.6784
34747.12500	4.5565
34747.16667	4.4481
34747.20833	4.3978
34747.25000	4.3591
34747.29167	4.2916
34747.33333	4.2449
34747.37500	4.2561
34747.41667	4.3131
34747.45833	4.3276
34747.50000	4.2514
34747.54167	4.2451
34747.58333	4.3799
34747.62500	4.6332
34747.66667	4.8666
34747.70833	4.9294
34747.75000	4.9358
34747.79167	4.8849
34747.83333	4.8763
34747.87500	4.9088
34747.91667	4.9009
34747.95833	4.8932
34748.00000	4.9223
34748.04167	4.8565
34748.08333	4.6918
34748.12500	4.5150
34748.16667	4.5032
34748.20833	4.5247
34748.25000	4.5619
34748.29167	4.6083
34748.33333	4.6396
34748.37500	4.6944
34748.41667	4.6928
34748.45833	4.7017
34748.50000	4.7797
34748.54167	4.9514
34748.58333	5.1004
34748.62500	5.2122
34748.66667	5.2615
34748.70833	5.2922
34748.75000	5.2717
34748.79167	5.2289
34748.83333	5.2159
34748.87500	5.1332
34748.91667	4.9088
34748.95833	4.7836
34749.00000	4.7818
34749.04167	4.8070
34749.08333	4.8243
34749.12500	4.8431
34749.16667	4.8199
34749.20833	4.8086
34749.25000	4.6853
34749.29167	4.4270
34749.33333	4.5777
34749.37500	4.7215
34749.41667	4.6629
34749.45833	4.6106
34749.50000	4.6813
34749.54167	4.6989
34749.58333	4.6780
34749.62500	4.6255
34749.66667	4.4443
34749.70833	4.3044
34749.75000	4.2906
34749.79167	4.1804
34749.83333	4.1063
34749.87500	4.0682
34749.91667	3.8963
34749.95833	3.8049
34750.00000	3.7869
34750.04167	3.8611
34750.08333	4.0510
34750.12500	4.2514
34750.16667	4.3784
34750.20833	4.4755
34750.25000	4.5768
34750.29167	4.6712
34750.33333	4.7467
34750.37500	4.8165
34750.41667	4.8890
34750.45833	4.9466
34750.50000	5.0232
34750.54167	5.1112
34750.58333	5.1771
34750.62500	5.0342
34750.66667	4.8874
34750.70833	4.7541
34750.75000	4.5711
34750.79167	4.3434
34750.83333	4.2756
34750.87500	4.2553
34750.91667	4.2476
34750.95833	4.2634
34751.00000	4.3100
34751.04167	4.3779
34751.08333	4.5430
34751.12500	4.6843
34751.16667	4.7844
34751.20833	4.7933
34751.25000	4.7249
34751.29167	4.6401
34751.33333	4.5659
34751.37500	4.4990
34751.41667	4.4142
34751.45833	4.4162
34751.50000	4.3669
34751.54167	4.1681
34751.58333	4.1283
34751.62500	4.1315
34751.66667	4.2079
34751.70833	4.2304
34751.75000	4.2100
34751.79167	4.2963
34751.83333	4.3523
34751.87500	4.3689
34751.91667	4.3255
34751.95833	4.2176
34752.00000	4.2534
34752.04167	4.3661
34752.08333	4.3851
34752.12500	4.3957
34752.16667	4.4298
34752.20833	4.4229
34752.25000	4.4164
34752.29167	4.4036
34752.33333	4.3649
34752.37500	4.4141
34752.41667	4.5431
34752.45833	4.6563
34752.50000	4.6915
34752.54167	4.4861
34752.58333	4.4221
34752.62500	4.4905
34752.66667	4.5695
34752.70833	4.6169
34752.75000	4.6520
34752.79167	4.6533
34752.83333	4.6024
34752.87500	4.6034
34752.91667	4.6231
34752.95833	4.6548
34753.00000	4.5860
34753.04167	4.4630
34753.08333	4.5117
34753.12500	4.5747
34753.16667	4.5694
34753.20833	4.5598
34753.25000	4.5125
34753.29167	4.4972
34753.33333	4.5108
34753.37500	4.5328
34753.41667	4.5608
34753.45833	4.5981
34753.50000	4.6658
34753.54167	4.7119
34753.58333	4.5613
34753.62500	4.4747
34753.66667	4.5003
34753.70833	4.5295
34753.75000	4.5401
34753.79167	4.5442
34753.83333	4.5657
34753.87500	4.5773
34753.91667	4.5784
34753.95833	4.5863
34754.00000	4.5848
34754.04167	4.5359
34754.08333	4.5191
34754.12500	4.5104
34754.16667	4.5234
34754.20833	4.5503
34754.25000	4.5710
34754.29167	4.6233
34754.33333	4.6900
34754.37500	4.7431
34754.41667	4.8249
34754.45833	4.9183
34754.50000	5.0016
34754.54167	5.0173
34754.58333	4.8970
34754.62500	4.8712
34754.66667	4.8755
34754.70833	4.8753
34754.75000	4.8710
34754.79167	4.8649
34754.83333	4.8492
34754.87500	4.8080
34754.91667	4.7975
34754.95833	4.7791
34755.00000	4.7325
34755.04167	4.6664
34755.08333	4.6377
34755.12500	4.6887
34755.16667	4.6914
34755.20833	4.7070
34755.25000	4.7578
34755.29167	4.8171
34755.33333	4.8968
34755.37500	4.9380
34755.41667	4.9804
34755.45833	5.1287
34755.50000	5.2702
34755.54167	5.1465
34755.58333	4.9496
34755.62500	4.9617
34755.66667	5.0129
34755.70833	5.0020
34755.75000	5.0112
34755.79167	5.0901
34755.83333	5.1732
34755.87500	5.1342
34755.91667	5.1364
34755.95833	5.1824
34756.00000	5.1743
34756.04167	5.0944
34756.08333	4.9741
34756.12500	4.9129
34756.16667	4.9219
34756.20833	4.9536
34756.25000	5.0237
34756.29167	5.0823
34756.33333	5.1081
34756.37500	5.0678
34756.41667	5.0079
34756.45833	5.0721
34756.50000	5.1741
34756.54167	5.2611
34756.58333	5.2737
34756.62500	5.2775
34756.66667	5.1964
34756.70833	5.2271
34756.75000	5.2513
34756.79167	5.2417
34756.83333	5.1727
34756.87500	5.1037
34756.91667	5.1381
34756.95833	5.1927
34757.00000	5.6888
34757.04167	5.6592
34757.08333	5.7269
34757.12500	5.8007
34757.16667	5.8292
34757.20833	5.8508
34757.25000	5.7726
34757.29167	5.7645
34757.33333	5.8041
34757.37500	5.8326
34757.41667	5.8626
34757.45833	5.9378
34757.50000	6.0644
34757.54167	6.1748
34757.58333	6.2471
34757.62500	6.2598
34757.66667	6.2611
34757.70833	6.2084
34757.75000	6.0399
34757.79167	5.8695
34757.83333	5.7841
34757.87500	5.6997
34757.91667	5.6734
34757.95833	5.7059
34758.00000	5.7177
34758.04167	5.6947
34758.08333	5.5879
34758.12500	5.4769
34758.16667	5.4015
34758.20833	5.3517
