t	z_ga	ga1
34671	0.170227	0.170227
34672	0.172161	0.172161
34673	0.174096	0.174096
34674	0.176031	0.176031
34675	0.177966	0.177966
34676	0.179901	0.179901
34677	0.181836	0.181836
34678	0.183771	0.183771
34679	0.185706	0.185706
34680	0.184644	0.184644
34681	0.183582	0.183582
34682	0.182520	0.182520
34683	0.181458	0.181458
34684	0.180396	0.180396
34685	0.179334	0.179334
34686	0.178272	0.178272
34687	0.177210	0.177210
34688	0.176148	0.176148
34689	0.175085	0.175085
34690	0.174023	0.174023
34691	0.172961	0.172961
34692	0.171899	0.171899
34693	0.170837	0.170837
34694	0.169775	0.169775
34695	0.168713	0.168713
34696	0.167651	0.167651
34697	0.166589	0.166589
34698	0.165527	0.165527
34699	0.164465	0.164465
34700	0.163403	0.163403
34701	0.162341	0.162341
34702	0.161279	0.161279
34703	0.160217	0.160217
34704	0.159155	0.159155
34705	0.158093	0.158093
34706	0.157031	0.157031
34707	0.155969	0.155969
34708	0.154907	0.154907
34709	0.153844	0.153844
34710	0.152782	0.152782
34711	0.151720	0.151720
34712	0.150658	0.150658
34713	0.149596	0.149596
34714	0.148534	0.148534
34715	0.147472	0.147472
34716	0.146410	0.146410
34717	0.145348	0.145348
34718	0.144286	0.144286
34719	0.156830	0.156830
34720	0.169374	0.169374
34721	0.181919	0.181919
34722	0.194463	0.194463
34723	0.207007	0.207007
34724	0.219551	0.219551
34725	0.232095	0.232095
34726	0.244640	0.244640
34727	0.257184	0.257184
34728	0.269728	0.269728
34729	0.282272	0.282272
34730	0.294816	0.294816
34731	0.307361	0.307361
34732	0.319905	0.319905
34733	0.332449	0.332449
34734	0.344993	0.344993
34735	0.357537	0.357537
34736	0.370082	0.370082
34737	0.382626	0.382626
34738	0.395170	0.395170
34739	0.407714	0.407714
34740	0.420258	0.420258
34741	0.432803	0.432803
34742	0.445347	0.445347
34743	0.457891	0.457891
34744	0.470435	0.470435
34745	0.482979	0.482979
34746	0.495524	0.495524
34747	0.508068	0.508068
34748	0.520612	0.520612
34749	0.533156	0.533156
34750	0.545700	0.545700
34751	0.558245	0.558245
34752	0.570789	0.570789
34753	0.583333	0.583333
34754	0.577512	0.577512
34755	0.571692	0.571692
34756	0.565871	0.565871
34757	0.560050	0.560050
34758	0.554230	0.554230
34759	0.548409	0.548409
34760	0.542588	0.542588
34761	0.536767	0.536767
34762	0.530947	0.530947
34763	0.525126	0.525126
34764	0.519305	0.519305
34765	0.513485	0.513485
34766	0.507664	0.507664
34767	0.501843	0.501843
34768	0.496023	0.496023
34769	0.490202	0.490202
34770	0.484381	0.484381
34771	0.478560	0.478560
34772	0.472740	0.472740
34773	0.466919	0.466919
34774	0.461098	0.461098
34775	0.455278	0.455278
34776	0.449457	0.449457
34777	0.443636	0.443636
34778	0.437816	0.437816
34779	0.431995	0.431995
34780	0.426174	0.426174
34781	0.420353	0.420353
34782	0.414533	0.414533
34783	0.408712	0.408712
34784	0.402891	0.402891
34785	0.397071	0.397071
34786	0.391250	0.391250
34787	0.384417	0.384417
34788	0.377584	0.377584
34789	0.370751	0.370751
34790	0.363918	0.363918
34791	0.357085	0.357085
34792	0.350252	0.350252
34793	0.343419	0.343419
34794	0.336586	0.336586
34795	0.329753	0.329753
34796	0.322920	0.322920
34797	0.316087	0.316087
34798	0.309254	0.309254
34799	0.302421	0.302421
34800	0.295588	0.295588
34801	0.288755	0.288755
34802	0.281922	0.281922
34803	0.275089	0.275089
34804	0.268256	0.268256
34805	0.261423	0.261423
34806	0.254590	0.254590
34807	0.247757	0.247757
34808	0.240924	0.240924
34809	0.234091	0.234091
34810	0.238367	0.238367
34811	0.242644	0.242644
34812	0.246920	0.246920
34813	0.251197	0.251197
34814	0.255473	0.255473
34815	0.259750	0.259750
34816	0.264026	0.264026
34817	0.268302	0.268302
34818	0.272579	0.272579
34819	0.276855	0.276855
34820	0.281132	0.281132
34821	0.285408	0.285408
34822	0.289685	0.289685
34823	0.293961	0.293961
34824	0.298237	0.298237
34825	0.302514	0.302514
34826	0.306790	0.306790
34827	0.311067	0.311067
34828	0.315343	0.315343
34829	0.319620	0.319620
34830	0.323896	0.323896
34831	0.328172	0.328172
34832	0.332449	0.332449
34833	0.336725	0.336725
34834	0.341002	0.341002
34835	0.345278	0.345278
34836	0.349555	0.349555
34837	0.353831	0.353831
34838	0.358107	0.358107
34839	0.362384	0.362384
34840	0.366660	0.366660
34841	0.370937	0.370937
34842	0.375213	0.375213
34843	0.379490	0.379490
34844	0.383766	0.383766
34845	0.388042	0.388042
34846	0.392319	0.392319
34847	0.396595	0.396595
34848	0.400872	0.400872
34849	0.405148	0.405148
34850	0.409425	0.409425
34851	0.413701	0.413701
34852	0.417977	0.417977
34853	0.422254	0.422254
34854	0.426530	0.426530
34855	0.430807	0.430807
34856	0.435083	0.435083
34857	0.439360	0.439360
34858	0.443636	0.443636
34859	0.447912	0.447912
34860	0.452189	0.452189
34861	0.456465	0.456465
34862	0.460742	0.460742
34863	0.465018	0.465018
34864	0.469295	0.469295
34865	0.473571	0.473571
34866	0.466157	0.466157
34867	0.458744	0.458744
34868	0.451330	0.451330
34869	0.443917	0.443917
34870	0.436503	0.436503
34871	0.429090	0.429090
34872	0.421676	0.421676
34873	0.414263	0.414263
34874	0.406849	0.406849
34875	0.399435	0.399435
34876	0.392022	0.392022
34877	0.384608	0.384608
34878	0.377195	0.377195
34879	0.369781	0.369781
34880	0.362368	0.362368
34881	0.354954	0.354954
34882	0.347540	0.347540
34883	0.340127	0.340127
34884	0.332713	0.332713
34885	0.325300	0.325300
34886	0.317886	0.317886
34887	0.310473	0.310473
34888	0.303059	0.303059
34889	0.295646	0.295646
34890	0.288232	0.288232
34891	0.280818	0.280818
34892	0.273405	0.273405
34893	0.265991	0.265991
34894	0.258578	0.258578
34895	0.251164	0.251164
34896	0.243751	0.243751
34897	0.236337	0.236337
34898	0.228923	0.228923
34899	0.221510	0.221510
34900	0.214096	0.214096
34901	0.206683	0.206683
34902	0.199269	0.199269
34903	0.191856	0.191856
34904	0.184442	0.184442
34905	0.177029	0.177029
34906	0.169615	0.169615
34907	0.174451	0.174451
34908	0.179286	0.179286
34909	0.184122	0.184122
34910	0.188958	0.188958
34911	0.193793	0.193793
34912	0.198629	0.198629
34913	0.203465	0.203465
34914	0.208300	0.208300
34915	0.213136	0.213136
34916	0.217972	0.217972
34917	0.222807	0.222807
34918	0.227643	0.227643
34919	0.232479	0.232479
34920	0.237315	0.237315
34921	0.242150	0.242150
34922	0.246986	0.246986
34923	0.251822	0.251822
34924	0.256657	0.256657
34925	0.261493	0.261493
34926	0.266329	0.266329
34927	0.271164	0.271164
34928	0.276000	0.276000
34929	0.276000	0.276000
34930	0.276000	0.276000
34931	0.276000	0.276000
34932	0.276000	0.276000
34933	0.276000	0.276000
34934	0.276000	0.276000
34935	0.276000	0.276000
34936	0.276000	0.276000
34937	0.276000	0.276000
34938	0.276000	0.276000
34939	0.276000	0.276000
34940	0.276000	0.276000
34941	0.276000	0.276000
34942	0.276000	0.276000
34943	0.276000	0.276000
34944	0.276000	0.276000
34945	0.276000	0.276000
34946	0.276000	0.276000
34947	0.276000	0.276000
34948	0.276000	0.276000
34949	0.276000	0.276000
34950	0.276000	0.276000
34951	0.276000	0.276000
34952	0.276000	0.276000
34953	0.276000	0.276000
34954	0.276000	0.276000
34955	0.276000	0.276000
34956	0.276000	0.276000
34957	0.276000	0.276000
34958	0.276000	0.276000
34959	0.276000	0.276000
34960	0.276000	0.276000
34961	0.276000	0.276000
34962	0.276000	0.276000
34963	0.276000	0.276000
34964	0.276000	0.276000
34965	0.276000	0.276000
34966	0.276000	0.276000
34967	0.276000	0.276000
34968	0.276000	0.276000
34969	0.276000	0.276000
34970	0.276000	0.276000
34971	0.276000	0.276000
34972	0.276000	0.276000
34973	0.276000	0.276000
34974	0.276000	0.276000
34975	0.276000	0.276000
34976	0.276000	0.276000
34977	0.276000	0.276000
34978	0.265024	0.265024
34979	0.254048	0.254048
34980	0.243072	0.243072
34981	0.232095	0.232095
34982	0.221119	0.221119
34983	0.210143	0.210143
34984	0.199167	0.199167
34985	0.195737	0.195737
34986	0.192307	0.192307
34987	0.188877	0.188877
34988	0.185447	0.185447
34989	0.182017	0.182017
34990	0.178587	0.178587
34991	0.175157	0.175157
34992	0.171726	0.171726
34993	0.168296	0.168296
34994	0.164866	0.164866
34995	0.161436	0.161436
34996	0.158006	0.158006
34997	0.154576	0.154576
34998	0.151146	0.151146
34999	0.147716	0.147716
35000	0.144286	0.144286
35001	0.140856	0.140856
35002	0.137426	0.137426
35003	0.133996	0.133996
35004	0.130566	0.130566
35005	0.127135	0.127135
35006	0.123705	0.123705
35007	0.120275	0.120275
35008	0.116845	0.116845
35009	0.113415	0.113415
35010	0.109985	0.109985
35011	0.106555	0.106555
35012	0.103125	0.103125
35013	0.108064	0.108064
35014	0.113004	0.113004
35015	0.117943	0.117943
35016	0.122882	0.122882
35017	0.127821	0.127821
35018	0.132761	0.132761
35019	0.137700	0.137700
35020	0.142639	0.142639
35021	0.147579	0.147579
35022	0.152518	0.152518
35023	0.157457	0.157457
35024	0.162396	0.162396
35025	0.167336	0.167336
35026	0.172275	0.172275
35027	0.177214	0.177214
35028	0.182154	0.182154
35029	0.187093	0.187093
35030	0.192032	0.192032
35031	0.196971	0.196971
35032	0.201911	0.201911
35033	0.206850	0.206850
35034	0.211789	0.211789
35035	0.216729	0.216729
35036	0.221668	0.221668
35037	0.226607	0.226607
35038	0.231546	0.231546
35039	0.236486	0.236486
35040	0.241425	0.241425
35041	0.246364	0.246364
35042	0.251304	0.251304
35043	0.256243	0.256243
35044	0.261182	0.261182
35045	0.266121	0.266121
35046	0.271061	0.271061
35047	0.276000	0.276000
35048	0.276000	0.276000
35049	0.276000	0.276000
35050	0.276000	0.276000
35051	0.276000	0.276000
35052	0.276000	0.276000
35053	0.276000	0.276000
35054	0.276000	0.276000
35055	0.276000	0.276000
35056	0.276000	0.276000
35057	0.276000	0.276000
35058	0.276000	0.276000
35059	0.276000	0.276000
35060	0.276000	0.276000
35061	0.276000	0.276000
35062	0.276000	0.276000
35063	0.276000	0.276000
35064	0.276000	0.276000
35065	0.276000	0.276000
35066	0.276000	0.276000
35067	0.276000	0.276000
35068	0.276000	0.276000
35069	0.276000	0.276000
35070	0.276000	0.276000
35071	0.276000	0.276000
35072	0.276000	0.276000
35073	0.276000	0.276000
35074	0.276000	0.276000
35075	0.276000	0.276000
35076	0.276000	0.276000
35077	0.276000	0.276000
35078	0.276000	0.276000
35079	0.276000	0.276000
35080	0.276000	0.276000
35081	0.276000	0.276000
35082	0.276000	0.276000
35083	0.276000	0.276000
35084	0.276000	0.276000
35085	0.276000	0.276000
35086	0.276000	0.276000
35087	0.276000	0.276000
35088	0.276000	0.276000
35089	0.276000	0.276000
35090	0.276000	0.276000
35091	0.276000	0.276000
35092	0.276000	0.276000
35093	0.276000	0.276000
35094	0.276000	0.276000
35095	0.276000	0.276000
35096	0.276000	0.276000
35097	0.276000	0.276000
35098	0.276000	0.276000
35099	0.276000	0.276000
35100	0.276000	0.276000
35101	0.276000	0.276000
35102	0.276000	0.276000
35103	0.276000	0.276000
35104	0.276000	0.276000
35105	0.276000	0.276000
35106	0.276000	0.276000
35107	0.276000	0.276000
35108	0.276000	0.276000
35109	0.276000	0.276000
35110	0.276000	0.276000
35111	0.276000	0.276000
35112	0.276000	0.276000
35113	0.276000	0.276000
35114	0.276000	0.276000
35115	0.276000	0.276000
35116	0.276000	0.276000
35117	0.276000	0.276000
35118	0.277897	0.277897
35119	0.279794	0.279794
35120	0.281691	0.281691
35121	0.283588	0.283588
35122	0.285486	0.285486
35123	0.287383	0.287383
35124	0.289280	0.289280
35125	0.291177	0.291177
35126	0.293074	0.293074
35127	0.294971	0.294971
35128	0.296868	0.296868
35129	0.298765	0.298765
35130	0.300662	0.300662
35131	0.302560	0.302560
35132	0.304457	0.304457
35133	0.306354	0.306354
35134	0.308251	0.308251
35135	0.310148	0.310148
35136	0.312045	0.312045
35137	0.313942	0.313942
35138	0.315839	0.315839
35139	0.317736	0.317736
35140	0.319634	0.319634
35141	0.321531	0.321531
35142	0.323428	0.323428
35143	0.325325	0.325325
35144	0.327222	0.327222
35145	0.325456	0.325456
35146	0.323689	0.323689
35147	0.321923	0.321923
35148	0.320157	0.320157
35149	0.318391	0.318391
35150	0.316624	0.316624
35151	0.314858	0.314858
35152	0.313092	0.313092
35153	0.311326	0.311326
35154	0.309559	0.309559
35155	0.307793	0.307793
35156	0.306027	0.306027
35157	0.304260	0.304260
35158	0.302494	0.302494
35159	0.300728	0.300728
35160	0.298962	0.298962
35161	0.297195	0.297195
35162	0.295429	0.295429
35163	0.293663	0.293663
35164	0.291896	0.291896
35165	0.290130	0.290130
35166	0.288364	0.288364
35167	0.286598	0.286598
35168	0.284831	0.284831
35169	0.283065	0.283065
35170	0.281299	0.281299
35171	0.279533	0.279533
35172	0.277766	0.277766
35173	0.276000	0.276000
35174	0.274555	0.274555
35175	0.273110	0.273110
35176	0.271665	0.271665
35177	0.270219	0.270219
35178	0.268774	0.268774
35179	0.267329	0.267329
35180	0.265884	0.265884
35181	0.264439	0.264439
35182	0.262994	0.262994
35183	0.261549	0.261549
35184	0.260103	0.260103
35185	0.258658	0.258658
35186	0.257213	0.257213
35187	0.255768	0.255768
35188	0.254323	0.254323
35189	0.252878	0.252878
35190	0.251433	0.251433
35191	0.249988	0.249988
35192	0.248542	0.248542
35193	0.247097	0.247097
35194	0.245652	0.245652
35195	0.244207	0.244207
35196	0.242762	0.242762
35197	0.241317	0.241317
35198	0.239872	0.239872
35199	0.238426	0.238426
35200	0.236981	0.236981
35201	0.235536	0.235536
35202	0.234091	0.234091
35203	0.234091	0.234091
35204	0.234091	0.234091
35205	0.234091	0.234091
35206	0.234091	0.234091
35207	0.234091	0.234091
35208	0.234091	0.234091
35209	0.234091	0.234091
35210	0.234091	0.234091
35211	0.234091	0.234091
35212	0.234091	0.234091
35213	0.234091	0.234091
35214	0.234091	0.234091
35215	0.234091	0.234091
35216	0.234091	0.234091
35217	0.234091	0.234091
35218	0.234091	0.234091
35219	0.234091	0.234091
35220	0.234091	0.234091
35221	0.234091	0.234091
35222	0.234091	0.234091
35223	0.234091	0.234091
35224	0.234091	0.234091
35225	0.234091	0.234091
35226	0.234091	0.234091
35227	0.234091	0.234091
35228	0.234091	0.234091
35229	0.234091	0.234091
35230	0.234091	0.234091
35231	0.234091	0.234091
35232	0.234091	0.234091
35233	0.234091	0.234091
35234	0.234091	0.234091
35235	0.234091	0.234091
35236	0.234091	0.234091
35237	0.243302	0.243302
35238	0.252513	0.252513
35239	0.261723	0.261723
35240	0.270934	0.270934
35241	0.280145	0.280145
35242	0.289356	0.289356
35243	0.298566	0.298566
35244	0.307777	0.307777
35245	0.316988	0.316988
35246	0.326199	0.326199
35247	0.335409	0.335409
35248	0.344620	0.344620
35249	0.353831	0.353831
35250	0.363042	0.363042
35251	0.372253	0.372253
35252	0.381463	0.381463
35253	0.390674	0.390674
35254	0.399885	0.399885
35255	0.409096	0.409096
35256	0.418306	0.418306
35257	0.427517	0.427517
35258	0.436728	0.436728
35259	0.445939	0.445939
35260	0.455149	0.455149
35261	0.464360	0.464360
35262	0.473571	0.473571
35263	0.466985	0.466985
35264	0.460400	0.460400
35265	0.453814	0.453814
35266	0.447228	0.447228
35267	0.440642	0.440642
35268	0.434057	0.434057
35269	0.427471	0.427471
35270	0.420885	0.420885
35271	0.414300	0.414300
35272	0.407714	0.407714
35273	0.401128	0.401128
35274	0.394543	0.394543
35275	0.387957	0.387957
35276	0.381371	0.381371
35277	0.374785	0.374785
35278	0.368200	0.368200
35279	0.361614	0.361614
35280	0.355028	0.355028
35281	0.348443	0.348443
35282	0.341857	0.341857
35283	0.335271	0.335271
35284	0.328686	0.328686
35285	0.322100	0.322100
35286	0.315514	0.315514
35287	0.308929	0.308929
35288	0.302343	0.302343
35289	0.295757	0.295757
35290	0.289171	0.289171
35291	0.282586	0.282586
35292	0.276000	0.276000
35293	0.271296	0.271296
35294	0.266592	0.266592
35295	0.261888	0.261888
35296	0.257184	0.257184
35297	0.252480	0.252480
35298	0.247776	0.247776
35299	0.243072	0.243072
35300	0.238367	0.238367
35301	0.233663	0.233663
35302	0.228959	0.228959
35303	0.224255	0.224255
35304	0.219551	0.219551
35305	0.214847	0.214847
35306	0.210143	0.210143
35307	0.205439	0.205439
35308	0.200735	0.200735
35309	0.196031	0.196031
35310	0.191327	0.191327
35311	0.186623	0.186623
35312	0.181919	0.181919
35313	0.177215	0.177215
35314	0.172510	0.172510
35315	0.167806	0.167806
35316	0.163102	0.163102
35317	0.158398	0.158398
35318	0.153694	0.153694
35319	0.148990	0.148990
35320	0.144286	0.144286
35321	0.143039	0.143039
35322	0.141791	0.141791
35323	0.140544	0.140544
35324	0.139297	0.139297
35325	0.138049	0.138049
35326	0.136802	0.136802
35327	0.135555	0.135555
35328	0.134308	0.134308
35329	0.133060	0.133060
35330	0.131813	0.131813
35331	0.130566	0.130566
35332	0.129318	0.129318
35333	0.128071	0.128071
35334	0.126824	0.126824
35335	0.125576	0.125576
35336	0.124329	0.124329
35337	0.123082	0.123082
35338	0.121835	0.121835
35339	0.120587	0.120587
35340	0.119340	0.119340
35341	0.118093	0.118093
35342	0.116845	0.116845
35343	0.115598	0.115598
35344	0.114351	0.114351
35345	0.113103	0.113103
35346	0.111856	0.111856
35347	0.110609	0.110609
35348	0.109362	0.109362
35349	0.108114	0.108114
35350	0.106867	0.106867
35351	0.105620	0.105620
35352	0.104372	0.104372
35353	0.103125	0.103125
35354	0.103502	0.103502
35355	0.103878	0.103878
35356	0.104255	0.104255
35357	0.104632	0.104632
35358	0.105008	0.105008
35359	0.105385	0.105385
35360	0.105761	0.105761
35361	0.106138	0.106138
35362	0.106515	0.106515
35363	0.106891	0.106891
35364	0.107268	0.107268
35365	0.107645	0.107645
35366	0.108021	0.108021
35367	0.108398	0.108398
35368	0.108774	0.108774
35369	0.109151	0.109151
35370	0.109528	0.109528
35371	0.109904	0.109904
35372	0.110281	0.110281
35373	0.110658	0.110658
35374	0.111034	0.111034
35375	0.111411	0.111411
35376	0.111787	0.111787
35377	0.112164	0.112164
35378	0.112541	0.112541
35379	0.112917	0.112917
35380	0.113294	0.113294
35381	0.113671	0.113671
35382	0.114047	0.114047
35383	0.114424	0.114424
35384	0.114800	0.114800
35385	0.115177	0.115177
35386	0.115554	0.115554
35387	0.115930	0.115930
35388	0.116307	0.116307
35389	0.116684	0.116684
35390	0.117060	0.117060
35391	0.117437	0.117437
35392	0.117813	0.117813
35393	0.118190	0.118190
35394	0.118567	0.118567
35395	0.118943	0.118943
35396	0.119320	0.119320
35397	0.119697	0.119697
35398	0.120073	0.120073
35399	0.120450	0.120450
35400	0.120826	0.120826
35401	0.121203	0.121203
35402	0.121580	0.121580
35403	0.121956	0.121956
35404	0.122333	0.122333
35405	0.124994	0.124994
35406	0.127655	0.127655
35407	0.130316	0.130316
35408	0.132977	0.132977
35409	0.135638	0.135638
35410	0.138298	0.138298
35411	0.140959	0.140959
35412	0.143620	0.143620
35413	0.146281	0.146281
35414	0.148942	0.148942
35415	0.151603	0.151603
35416	0.154264	0.154264
35417	0.156925	0.156925
35418	0.159586	0.159586
35419	0.162247	0.162247
35420	0.164907	0.164907
35421	0.167568	0.167568
35422	0.170229	0.170229
35423	0.172890	0.172890
35424	0.175551	0.175551
35425	0.178212	0.178212
35426	0.180873	0.180873
35427	0.183534	0.183534
35428	0.186195	0.186195
35429	0.188856	0.188856
35430	0.191517	0.191517
35431	0.194177	0.194177
35432	0.196838	0.196838
35433	0.199499	0.199499
35434	0.202160	0.202160
35435	0.204821	0.204821
35436	0.207482	0.207482
35437	0.210143	0.210143
35438	0.212804	0.212804
35439	0.215465	0.215465
35440	0.218126	0.218126
35441	0.220786	0.220786
35442	0.223447	0.223447
35443	0.226108	0.226108
35444	0.228769	0.228769
35445	0.231430	0.231430
35446	0.234091	0.234091
35447	0.241828	0.241828
35448	0.249565	0.249565
35449	0.257302	0.257302
35450	0.265039	0.265039
35451	0.272776	0.272776
35452	0.280513	0.280513
35453	0.288250	0.288250
35454	0.295987	0.295987
35455	0.303725	0.303725
35456	0.311462	0.311462
35457	0.319199	0.319199
35458	0.326936	0.326936
35459	0.334673	0.334673
35460	0.342410	0.342410
35461	0.350147	0.350147
35462	0.357884	0.357884
35463	0.365621	0.365621
35464	0.373358	0.373358
35465	0.381095	0.381095
35466	0.388832	0.388832
35467	0.396569	0.396569
35468	0.404306	0.404306
35469	0.412043	0.412043
35470	0.419780	0.419780
35471	0.427518	0.427518
35472	0.435255	0.435255
35473	0.442992	0.442992
35474	0.450729	0.450729
35475	0.458466	0.458466
35476	0.466203	0.466203
35477	0.473940	0.473940
35478	0.481677	0.481677
35479	0.489414	0.489414
35480	0.497151	0.497151
35481	0.504888	0.504888
35482	0.512625	0.512625
35483	0.520362	0.520362
35484	0.528099	0.528099
35485	0.535836	0.535836
35486	0.543573	0.543573
35487	0.551311	0.551311
35488	0.559048	0.559048
35489	0.566785	0.566785
35490	0.574522	0.574522
35491	0.582259	0.582259
35492	0.589996	0.589996
35493	0.597733	0.597733
35494	0.605470	0.605470
35495	0.613207	0.613207
35496	0.620944	0.620944
35497	0.628681	0.628681
35498	0.636418	0.636418
35499	0.644155	0.644155
35500	0.651892	0.651892
35501	0.659629	0.659629
35502	0.667366	0.667366
35503	0.675104	0.675104
35504	0.682841	0.682841
35505	0.690578	0.690578
35506	0.698315	0.698315
35507	0.706052	0.706052
35508	0.713789	0.713789
35509	0.721526	0.721526
35510	0.729263	0.729263
35511	0.737000	0.737000
35512	0.726523	0.726523
35513	0.716045	0.716045
35514	0.705568	0.705568
35515	0.695091	0.695091
35516	0.684614	0.684614
35517	0.674136	0.674136
35518	0.663659	0.663659
35519	0.653182	0.653182
35520	0.642705	0.642705
35521	0.632227	0.632227
35522	0.621750	0.621750
35523	0.611273	0.611273
35524	0.600795	0.600795
35525	0.590318	0.590318
35526	0.579841	0.579841
35527	0.569364	0.569364
35528	0.558886	0.558886
35529	0.548409	0.548409
35530	0.537932	0.537932
35531	0.527455	0.527455
35532	0.516977	0.516977
35533	0.506500	0.506500
35534	0.496023	0.496023
35535	0.485545	0.485545
35536	0.475068	0.475068
35537	0.464591	0.464591
35538	0.454114	0.454114
35539	0.443636	0.443636
35540	0.433159	0.433159
35541	0.422682	0.422682
35542	0.412205	0.412205
35543	0.401727	0.401727
35544	0.391250	0.391250
35545	0.387957	0.387957
35546	0.384664	0.384664
35547	0.381371	0.381371
35548	0.378079	0.378079
35549	0.374786	0.374786
35550	0.371493	0.371493
35551	0.368200	0.368200
35552	0.364907	0.364907
35553	0.361614	0.361614
35554	0.358321	0.358321
35555	0.355029	0.355029
35556	0.351736	0.351736
35557	0.348443	0.348443
35558	0.345150	0.345150
35559	0.341857	0.341857
35560	0.338564	0.338564
35561	0.335271	0.335271
35562	0.331979	0.331979
35563	0.328686	0.328686
35564	0.325393	0.325393
35565	0.322100	0.322100
35566	0.318807	0.318807
35567	0.315514	0.315514
35568	0.312221	0.312221
35569	0.308929	0.308929
35570	0.305636	0.305636
35571	0.302343	0.302343
35572	0.299050	0.299050
35573	0.295757	0.295757
35574	0.292464	0.292464
35575	0.289171	0.289171
35576	0.285879	0.285879
35577	0.282586	0.282586
35578	0.279293	0.279293
35579	0.276000	0.276000
35580	0.277707	0.277707
35581	0.279415	0.279415
35582	0.281122	0.281122
35583	0.282830	0.282830
35584	0.284537	0.284537
35585	0.286244	0.286244
35586	0.287952	0.287952
35587	0.289659	0.289659
35588	0.291367	0.291367
35589	0.293074	0.293074
35590	0.294781	0.294781
35591	0.296489	0.296489
35592	0.298196	0.298196
35593	0.299904	0.299904
35594	0.301611	0.301611
35595	0.303318	0.303318
35596	0.305026	0.305026
35597	0.306733	0.306733
35598	0.308441	0.308441
35599	0.310148	0.310148
35600	0.311855	0.311855
35601	0.313563	0.313563
35602	0.315270	0.315270
35603	0.316978	0.316978
35604	0.318685	0.318685
35605	0.320392	0.320392
35606	0.322100	0.322100
35607	0.323807	0.323807
35608	0.325515	0.325515
35609	0.327222	0.327222
35610	0.332851	0.332851
35611	0.338480	0.338480
35612	0.344108	0.344108
35613	0.349737	0.349737
35614	0.355366	0.355366
35615	0.360995	0.360995
35616	0.366624	0.366624
35617	0.372252	0.372252
35618	0.377881	0.377881
35619	0.383510	0.383510
35620	0.389139	0.389139
35621	0.394768	0.394768
35622	0.400397	0.400397
35623	0.406025	0.406025
35624	0.411654	0.411654
35625	0.417283	0.417283
35626	0.422912	0.422912
35627	0.428541	0.428541
35628	0.434169	0.434169
35629	0.439798	0.439798
35630	0.445427	0.445427
35631	0.451056	0.451056
35632	0.456685	0.456685
35633	0.462313	0.462313
35634	0.467942	0.467942
35635	0.473571	0.473571
35636	0.473571	0.473571
35637	0.473571	0.473571
35638	0.473571	0.473571
35639	0.473571	0.473571
35640	0.473571	0.473571
35641	0.473571	0.473571
35642	0.473571	0.473571
35643	0.473571	0.473571
35644	0.473571	0.473571
35645	0.473571	0.473571
35646	0.473571	0.473571
35647	0.473571	0.473571
35648	0.473571	0.473571
35649	0.473571	0.473571
35650	0.473571	0.473571
35651	0.473571	0.473571
35652	0.473571	0.473571
35653	0.473571	0.473571
35654	0.473571	0.473571
35655	0.473571	0.473571
35656	0.473571	0.473571
35657	0.473571	0.473571
35658	0.467760	0.467760
35659	0.461949	0.461949
35660	0.456138	0.456138
35661	0.450327	0.450327
35662	0.444516	0.444516
35663	0.438706	0.438706
35664	0.432895	0.432895
35665	0.427084	0.427084
35666	0.421273	0.421273
35667	0.415462	0.415462
35668	0.409651	0.409651
35669	0.403840	0.403840
35670	0.398029	0.398029
35671	0.392218	0.392218
35672	0.386407	0.386407
35673	0.380596	0.380596
35674	0.374785	0.374785
35675	0.368975	0.368975
35676	0.363164	0.363164
35677	0.357353	0.357353
35678	0.351542	0.351542
35679	0.345731	0.345731
35680	0.339920	0.339920
35681	0.334109	0.334109
35682	0.328298	0.328298
35683	0.322487	0.322487
35684	0.316676	0.316676
35685	0.310865	0.310865
35686	0.305055	0.305055
35687	0.299244	0.299244
35688	0.293433	0.293433
35689	0.287622	0.287622
35690	0.281811	0.281811
35691	0.276000	0.276000
35692	0.272201	0.272201
35693	0.268401	0.268401
35694	0.264602	0.264602
35695	0.260802	0.260802
35696	0.257003	0.257003
35697	0.253203	0.253203
35698	0.249404	0.249404
35699	0.245604	0.245604
35700	0.241805	0.241805
35701	0.238005	0.238005
35702	0.234206	0.234206
35703	0.230406	0.230406
35704	0.226607	0.226607
35705	0.222807	0.222807
35706	0.219008	0.219008
35707	0.215209	0.215209
35708	0.211409	0.211409
35709	0.207610	0.207610
35710	0.203810	0.203810
35711	0.200011	0.200011
35712	0.196211	0.196211
35713	0.192412	0.192412
35714	0.188612	0.188612
35715	0.184813	0.184813
35716	0.181013	0.181013
35717	0.177214	0.177214
35718	0.173414	0.173414
35719	0.169615	0.169615
35720	0.167715	0.167715
35721	0.165816	0.165816
35722	0.163916	0.163916
35723	0.162016	0.162016
35724	0.160116	0.160116
35725	0.158217	0.158217
35726	0.156317	0.156317
35727	0.154417	0.154417
35728	0.152518	0.152518
35729	0.150618	0.150618
35730	0.148718	0.148718
35731	0.146818	0.146818
35732	0.144919	0.144919
35733	0.143019	0.143019
35734	0.141119	0.141119
35735	0.139220	0.139220
35736	0.137320	0.137320
35737	0.135420	0.135420
35738	0.133520	0.133520
35739	0.131621	0.131621
35740	0.129721	0.129721
35741	0.127821	0.127821
35742	0.125922	0.125922
35743	0.124022	0.124022
35744	0.122122	0.122122
35745	0.120222	0.120222
35746	0.118323	0.118323
