z [m]   U [m/s] V [m/s] T [°C]	S [‰]	k [J/kg]	eps [W/kg]
-137	0	0	5.047400	0	3.00e-06	5.00e-10
-138	0	0	5.046227	0	3.00e-06	5.00e-10
-139	0	0	5.044450	0	3.00e-06	5.00e-10
-140	0	0	5.043683	0	3.00e-06	5.00e-10
-141	0	0	5.040714	0	3.00e-06	5.00e-10
-142	0	0	5.037927	0	3.00e-06	5.00e-10
-143	0	0	5.034815	0	3.00e-06	5.00e-10
-144	0	0	5.035207	0	3.00e-06	5.00e-10
-145	0	0	5.032322	0	3.00e-06	5.00e-10
-146	0	0	5.028529	0	3.00e-06	5.00e-10
-147	0	0	5.026684	0	3.00e-06	5.00e-10
-148	0	0	5.027275	0	3.00e-06	5.00e-10
-149	0	0	5.027275	0	3.00e-06	5.00e-10
-150	0	0	5.027275	0	3.00e-06	5.00e-10
-151	0	0	5.027275	0	3.00e-06	5.00e-10
-152	0	0	5.027275	0	3.00e-06	5.00e-10
